station_cd1,station_cd2,distance
1133003,1133004,1841.506004
1133004,1133005,3144.05583
1133005,1133006,1440.724435
1133006,1133007,2966.008421
1133007,1133008,1338.532235
1133008,1133009,2996.688225
1133009,1133010,1533.140094
1133010,1133011,2443.512001
1133011,1133012,2584.30829
1133012,1133013,1785.606669
1133013,1133014,3618.862239
1133101,1133102,3839.057213
1133102,1133103,2516.820893
1133103,1133104,3674.605457
1133104,1133105,3408.883053
1133201,1133202,1639.259119
1133202,1133203,1162.523141
1133203,1133204,1503.044696
1133204,1133205,1810.607562
1133205,1133206,1620.772523
1133206,1133207,2907.281124
1133207,1133208,1870.027081
1133208,1133209,1925.321105
1133209,1133210,2663.8876
1133210,1133211,1666.719486
1133211,1133212,1610.62387
1133212,1133213,907.0545856
1133213,1133214,1751.135345
1133214,1133215,822.9326552
1133215,1133216,601.7937596
1133216,1133217,937.3267136
1133217,1133218,858.1969463
1133218,1133219,751.8857827
1133219,1133220,969.9724504
1133220,1133221,860.1955329
1133221,1133222,1160.478291
1133222,1133223,692.145802
1133223,1133224,1129.459246
1133224,1133225,1205.921776
1133225,1133226,1377.350738
1133226,1133236,1295.205844
1133227,1133228,2524.887666
1133228,1133229,2020.855499
1133229,1133230,3124.585419
1133230,1133231,3849.165658
1133231,1133232,3196.50368
1133232,1133233,3058.480542
1133233,1133234,2177.667703
1133234,1133235,1637.43067
1133236,1133227,763.5256086
1133301,1133316,6099.936437
1133302,1133303,5374.519641
1133303,1133304,4598.206486
1133304,1133305,3424.503878
1133305,1133306,1570.914096
1133306,1133307,3418.323999
1133307,1133308,2104.182702
1133308,1133315,6270.763354
1133309,1133310,10476.47541
1133310,1133311,3004.68807
1133311,1133312,4297.056576
1133312,1133313,3898.824694
1133313,1133314,5218.64054
1133315,1133309,2964.853743
1133316,1133302,10629.29872
1133401,1133402,3299.711269
1133402,1133403,2042.540439
1133403,1133404,2223.886596
1133404,1133405,4094.034974
1133405,1133406,2373.417149
1133406,1133407,2023.753007
1133407,1133408,1527.359915
1133501,1133502,5140.294823
1133502,1133503,2136.295192
1133503,1133504,3382.947667
1133504,1133505,1625.182784
1133505,1133506,2538.223465
1133506,1133507,3253.472459
1133507,1133508,2849.872802
1133508,1133509,3274.598959
1133509,1133510,1566.766011
1133510,1133511,2476.694598
1133511,1133512,5961.524719
1133512,1133513,4261.203061
1133513,1133514,2091.84269
1133514,1133515,2058.063348
1133515,1133516,2457.489446
1133516,1133517,2820.505025
1133517,1133518,2854.16676
1133701,1133702,2097.33628
1133702,1133703,3920.220461
1133703,1133704,3923.032359
1133704,1133705,6884.73569
1133705,1133706,4815.715995
1133706,1133707,1253.065515
1133707,1133708,4904.781409
1133801,1133802,1568.031787
1133802,1133803,2289.084011
1133803,1133804,2262.951311
1133804,1133805,1342.115949
1133805,1133806,1146.255379
1133806,1133807,1078.163062
1133807,1133808,2494.403736
1133807,1133813,2945.729412
1133808,1133809,1028.279568
1133809,1133810,2784.037196
1133810,1133811,1463.274771
1133811,1133812,1293.480912
1133813,1133814,3203.750392
1133814,1133815,1431.993525
1133815,1133816,5151.420979
1133816,1133817,4886.288065
1133817,1133818,3291.797198
1133818,1133819,2303.249128
1133819,1133820,2474.24657
1133820,1133821,2626.556615
1133821,1133822,2941.720091
1133822,1133823,2726.146551
1133823,1133824,3940.723731
1133824,1133825,3115.790916
1133825,1133826,5457.825897
1133826,1133827,4177.14342
1133827,1133828,3379.051047
1133828,1133829,2763.243456
1133829,1133830,1106.669104
1133830,1133831,6011.332835
1133831,1133832,4925.19659
1133832,1133833,2440.947796
1133833,1133834,1608.579071
1133834,1133835,5624.988158
1133835,1133836,2716.666265
1133836,1133837,4716.662135
1133837,1133838,4348.479553
1133838,1133839,2373.869878
1133839,1133840,2408.605907
1133840,1133841,6173.936921
1133841,1133842,3534.826066
1133842,1133843,2019.93089
1133843,1133844,2889.599633
1133844,1133845,4417.629204
1133845,1133846,4919.320307
1133901,1133902,4450.09448
1133902,1133903,1777.14089
1133903,1133904,1666.239098
1133904,1133905,2237.493118
1133905,1133906,2003.590555
1133906,1133907,3665.650242
1133907,1133908,6038.269754
1133908,1133909,3627.53174
1133909,1133910,3537.703001
1133910,1133911,3103.626104
1133911,1133912,3998.65308
1133912,1133913,3151.883075
1133913,1133914,2864.555618
1133914,1133915,4887.076984
1133915,1133916,1745.905098
1134001,1134002,4236.224115
1134002,1134003,9326.313804
1134003,1134004,8022.24596
1134004,1134005,5421.071392
1134005,1134006,5512.314084
1134006,1134007,6549.75053
1134101,1134102,2681.322966
1134102,1134103,1376.432814
1134103,1134104,3193.070677
1134104,1134105,2376.922954
1134105,1134106,3589.027469
1134106,1134107,3246.802243
1134107,1134108,5733.100371
1134108,1134109,5648.190766
1134109,1134110,6380.737973
1134110,1134111,3655.22138
1134111,1134112,5454.640963
1134112,1134113,4510.581111
1134113,1134114,4387.734652
1134114,1134122,5895.204365
1134115,1134116,4509.071884
1134116,1134117,7186.942958
1134117,1134118,4041.815539
1134118,1134119,4308.875096
1134119,1134120,5053.102447
1134120,1134121,4812.811941
1134122,1134115,908.9164846
1134201,1134202,2681.322966
1134202,1134203,1376.432814
1134203,1134204,3193.070677
1134204,1134205,4274.194979
1134205,1134206,5469.901976
1134206,1134207,3193.540709
1134207,1134208,5617.279497
1134208,1134209,2719.297041
1134209,1134210,4581.981421
1134210,1134211,4596.155634
1134211,1134212,5201.154218
1134212,1134213,6375.244355
1134213,1134214,4974.133792
1134214,1134215,3090.114622
1134215,1134216,3509.370485
1134216,1134217,10710.26622
1134217,1134218,4065.828178
1134218,1134219,1724.548014
1134219,1134220,2986.146711
1134220,1134221,5883.599065
1134221,1134222,3915.092549
1134222,1134223,1029.608921
1134223,1134224,2300.35182
1134224,1134225,3747.587658
1134225,1134226,6535.798411
1134226,1134227,5435.168318
1134227,1134228,2897.342009
1134228,1134229,4929.763826
1134229,1134230,2347.029715
1134230,1134231,3366.222483
1134231,1134232,3628.130014
1134232,1134233,5919.784557
1134233,1134234,6814.108403
1134234,1134235,5955.913515
1134235,1134236,3086.256801
1134301,1134302,3728.648756
1140101,1140102,4261.477777
1140102,1140103,4893.865824
1140103,1140104,3518.667821
1140104,1140105,5272.62791
1140105,1140106,5293.09213
1140106,1140107,3166.185671
1140107,1140108,3217.119417
1140108,1140109,2724.147999
1140109,1140110,2204.953576
1140110,1140111,3259.28422
1140111,1140112,1492.455346
1140112,1140113,1721.514821
1140113,1140114,1949.608196
1140114,1140115,2608.474884
1140115,1140116,1230.255486
1140116,1140117,1648.077807
1140117,1140118,1417.293887
1140118,1140119,1149.03999
1140119,1140120,1808.064542
1140120,1140121,1371.644734
1140121,1140122,981.07522
1140122,1140123,1804.5507
1140123,1140124,2201.456598
1140124,1140125,817.9847536
1140125,1140126,1024.77058
1140126,1140127,1299.355985
1140127,1140128,1330.225479
1140128,1140129,1072.226655
1140129,1140130,982.2675981
1140130,1140131,1373.567113
1140201,1140202,1283.717835
1140202,1140203,1326.684002
1140203,1140204,2246.780408
1140204,1140205,2177.47744
1140205,1140206,1285.479041
1140206,1140207,1346.892212
1140207,1140208,1211.263405
1140208,1140209,3347.611979
1140209,1140210,1874.494414
1140210,1140211,4424.350603
1140211,1140212,1920.148025
1140212,1140213,2963.640197
1140213,1140214,2419.617386
1140214,1140215,2123.940836
1140215,1140216,5234.992156
1140216,1140217,3687.225338
1140217,1140218,2023.990253
1140218,1140219,4359.371186
1140219,1140220,1391.81567
1140220,1140221,2152.33538
1140221,1140222,2004.836762
1140222,1140223,2506.732379
1140223,1140224,1292.706249
1140224,1140225,1436.219042
1140225,1140226,4189.92491
1140226,1140227,2930.873341
1140227,1140228,793.8881254
1140228,1140229,876.7686265
1140229,1140230,1104.595961
1140230,1140231,2852.138397
1140231,1140232,1085.038332
1140232,1140233,1435.776204
1140233,1140234,2309.477212
1140234,1140235,1743.127815
1140235,1140236,1017.765359
1140236,1140237,2115.226958
1140237,1140238,981.9219839
1140238,1140239,1036.646503
1140301,1140302,2168.371606
1140302,1140303,2100.623508
1140303,1140304,2044.022146
1140304,1140305,2839.192813
1140401,1140402,2693.885707
1140402,1140403,4461.977843
1140403,1140404,2218.128279
1140404,1140405,1845.645412
1140405,1140406,2775.906221
1140406,1140407,3565.623503
1140407,1140408,5912.648718
1140408,1140409,3820.585614
1140409,1140410,2034.29869
1140410,1140411,2957.220099
1140411,1140412,3561.71783
1140412,1140413,2789.280824
1140413,1140414,2851.165848
1140414,1140415,2229.466742
1140415,1140416,3020.163392
1140416,1140417,2257.397757
1140417,1140418,4243.622447
1140418,1140419,4183.269227
1140419,1140420,2688.8038
1140420,1140421,3609.268021
1140421,1140422,2689.337066
1140422,1140423,3086.256801
1140423,1140424,2448.199722
1140424,1140425,4308.091149
1140425,1140426,4459.316682
1140426,1140427,4207.011085
1140427,1140428,2573.532674
1140428,1140429,3462.578204
1140429,1140430,1427.479436
1140430,1140431,3805.437471
1140431,1140432,3723.739009
1140432,1140433,4000.021607
1140433,1140434,3075.78162
1140434,1140435,3795.399919
1140435,1140436,3112.14954
1140436,1140437,3137.251992
1140437,1140438,1414.62334
1140438,1140439,2343.875642
1140439,1140440,4875.99691
1140440,1140441,2408.778194
1140441,1140442,3514.194458
1140601,1140602,4223.067792
1140602,1140603,1959.056433
1140603,1140604,2688.470544
1140604,1140605,1731.52928
1140605,1140606,3274.312135
1140606,1140607,3008.395823
1140607,1140608,2900.893801
1140608,1140609,3053.02167
1140609,1140610,2796.785584
1140701,1140702,3846.711639
1140702,1140703,3070.579936
1140703,1140704,3800.541203
1140704,1140705,2211.20369
1140705,1140706,1501.579505
1140706,1140707,2751.509063
1140707,1140708,1706.40786
1140708,1140709,4982.476123
1140709,1140710,4398.806174
1140710,1140711,1302.929547
1140711,1140712,3178.497333
1140712,1140713,3752.701557
1140713,1140714,3317.576679
1140714,1140715,3367.107848
1140715,1140716,2103.54791
1140716,1140717,2068.273241
1140717,1140718,2032.058259
1140718,1140719,2746.957901
1140719,1140720,1627.60115
1140720,1140721,2629.683661
1140721,1140722,2567.714464
1140722,1140723,2201.869162
1140723,1140724,2294.724712
1140724,1140725,3957.845914
1140725,1140726,2213.290261
1140726,1140727,2952.968134
1140727,1140728,2761.895012
1140728,1140729,4751.735023
1140729,1140730,3120.457582
1140730,1140731,4363.48969
1140731,1140732,4947.608432
1140732,1140733,4963.873988
1140733,1140734,2690.552938
1140801,1140802,1425.866657
1140802,1140803,3148.085238
1140803,1140804,1579.779234
1140804,1140805,3224.394823
1140805,1140806,2829.224775
1140806,1140807,2299.991526
1140807,1140808,3495.633631
1140808,1140809,3748.152113
1140809,1140810,2121.380078
1140810,1140811,4458.56898
1140811,1140812,2732.408214
1140812,1140813,3527.037531
1140813,1140814,2864.964607
1140814,1140815,2369.34341
1140815,1140816,4112.736749
1140816,1140817,2011.175986
1140817,1140818,1799.612775
1140818,1140819,1690.769223
1140819,1140820,2156.911454
1140820,1140821,4016.501894
1140821,1140822,4504.700398
1140822,1140823,2506.3245
1140823,1140824,3739.314115
1140824,1140825,1584.228643
1140825,1140826,1982.073657
1140826,1140827,2025.901251
1140827,1140828,1938.082485
1140828,1140829,1295.932651
1140829,1140830,1504.412553
1140830,1140831,1458.086264
1140831,1140832,2718.992269
1140901,1140902,793.6740198
1140902,1140903,1829.693486
1140903,1140904,1192.441588
1140904,1140905,1290.181516
1140905,1140906,1629.521946
1140906,1140907,1536.686887
1140907,1140908,1962.979677
1140908,1140909,1006.783596
1140909,1140910,2746.494966
1140910,1140911,1924.421523
1140911,1140912,2340.786179
1140912,1140913,1404.119997
1140913,1140914,2878.413844
1140914,1140915,1069.868145
1140915,1140916,2032.725869
1140916,1140917,2612.731314
1140917,1140918,2280.976568
1140918,1140919,2799.951232
1140919,1140920,1087.418178
1140920,1140921,1943.410806
1140921,1140922,2264.959961
1140922,1140923,2068.959212
1140923,1140924,1288.334771
1140924,1140925,3230.121901
1140925,1140927,4718.02152
1140927,1140928,2393.31935
1140928,1140929,1397.239775
1140929,1140930,3071.103918
1140930,1140931,1839.069229
1140931,1140932,3415.774835
1140932,1140933,2930.17243
1140933,1140934,1426.000873
1140934,1140935,3437.803344
1140935,1140936,4106.584903
1140936,1140937,6119.278329
1140937,1140938,5716.71119
1140938,1140939,3238.62265
1140939,1140940,4402.772375
1140940,1140941,1882.060114
1140941,1140942,2585.14654
1141001,1141002,1993.827825
1141002,1141003,2388.210241
1141003,1141004,2839.465622
1141004,1141005,2168.065832
1141005,1141006,2294.840835
1141006,1141007,2320.056936
1141007,1141008,1630.554739
1141101,1141102,3528.227017
1141102,1141103,2148.492911
1141103,1141104,1944.317066
1141104,1141105,2440.362122
1141105,1141106,2167.751021
1141106,1141107,2542.741656
1141107,1141108,3026.914482
1141108,1141109,2676.483166
1141109,1141110,3201.025675
1141110,1141111,3710.407526
1141111,1141112,3313.002057
1141112,1141113,3941.69285
1141113,1141114,6260.885358
1141114,1141115,6440.317157
1141115,1141116,6701.981378
1141116,1141117,5366.135245
1141117,1141118,5223.57533
1141118,1141119,4708.896487
1141119,1141120,5306.998127
1141120,1141121,3690.228256
1141121,1141122,5448.747805
1141122,1141123,2246.778591
1141123,1141124,5540.681332
1141124,1141125,5224.258185
1141125,1141126,3496.4854
1141126,1141127,2840.409944
1141127,1141128,3135.388404
1141128,1141129,4290.395219
1141129,1141130,5984.038494
1141130,1141131,6613.075318
1141131,1141132,5314.393917
1141132,1141133,2763.39049
1141133,1141134,4997.563655
1141134,1141135,5223.388099
1141135,1141136,1826.188437
1141136,1141137,4637.457601
1141137,1141138,4940.702702
1141138,1141139,4676.569982
1141139,1141140,4118.450724
1141201,1141202,3738.683954
1141202,1141203,2963.546097
1141203,1141215,1955.371984
1141204,1141205,2259.455424
1141205,1141206,8175.074464
1141206,1141207,5894.965775
1141207,1141208,9011.097459
1141208,1141209,3377.011
1141209,1141210,3935.540953
1141210,1141211,2844.453241
1141211,1141212,5199.061938
1141212,1141213,5700.206977
1141213,1141214,3817.900217
1141215,1141204,2243.484826
1141301,1141302,1630.162258
1141302,1141303,648.1577222
1141303,1141304,1967.631055
1141304,1141305,2096.625298
1141305,1141306,2098.694894
1141306,1141307,3235.106061
1141307,1141308,2399.395557
1141308,1141309,1001.928457
1141309,1141310,1552.600835
1141310,1141311,2521.752043
1141311,1141312,1909.806351
1141312,1141313,1061.358231
1141313,1141314,1149.530745
1141314,1141315,1190.01086
1141315,1141316,2792.692702
1141316,1141317,1067.429138
1141317,1141318,1356.640027
1141318,1141319,1311.501417
1141319,1141320,3212.711925
1141320,1141321,2245.648899
1141321,1141322,2133.820969
1141322,1141323,2113.920959
1141323,1141324,2200.175089
1141324,1141325,4440.644519
1141325,1141326,1024.974248
1141326,1141327,3578.350745
1141327,1141328,744.3219148
1141328,1141329,1232.150966
1141329,1141330,1147.868697
1141330,1141331,1419.440775
1141331,1141332,2322.4733
1141332,1141333,964.0300064
1141333,1141334,4804.25496
1141334,1141335,1966.786445
1141335,1141336,2587.067947
1141336,1141337,1036.684102
1141337,1141338,5609.458228
1141338,1141339,2675.676417
1141339,1141340,2891.826967
1141340,1141341,2013.404916
1141341,1141342,1479.919214
1141342,1141343,2035.286558
1141343,1141344,4244.964625
1141344,1141345,2805.385326
1141345,1141346,1443.609434
1141346,1141347,3632.248152
1141347,1141348,3019.965198
1141348,1141349,1965.275768
1141349,1141350,1090.214159
1141350,1141351,1350.667415
1141401,1141402,1322.391211
1141402,1141403,1653.862051
1141403,1141404,1659.48633
1141404,1141405,1336.650228
1141405,1141406,1060.361709
1141406,1141407,843.1282184
1141407,1141408,1052.90476
1141408,1141409,1857.045023
1141409,1141410,1361.232847
1141410,1141411,811.1819439
1141411,1141412,879.06851
1141412,1141413,2535.290212
1141413,1141414,1780.608802
1141414,1141415,1085.28765
1141415,1141416,2717.464535
1141416,1141417,879.1902808
1141417,1141418,2184.844296
1141418,1141419,2566.051276
1141419,1141420,1211.019093
1141420,1141421,2131.665171
1141421,1141422,1474.83639
1141422,1141423,2256.993993
1141423,1141424,1383.351496
1141424,1141425,2035.732069
1141425,1141426,1845.797821
1141426,1141427,1617.969526
1141427,1141428,1057.833747
1141428,1141429,1358.272248
1141429,1141430,2122.080832
1141430,1141431,1264.316799
1141431,1141432,2861.988632
1141432,1141433,1064.023068
1141433,1141434,3337.865328
1141434,1141435,887.9401996
1141435,1141436,2109.888169
1141436,1141437,2138.066407
1141437,1141438,2413.905792
1141438,1141439,1440.554062
1141439,1141440,2515.08958
1141440,1141441,1854.267297
1141441,1141442,1745.381678
1141442,1141443,1010.713292
1141443,1141444,1104.592627
1141501,1141502,2352.097079
1141502,1141503,2340.657187
1141503,1141504,2933.492524
1141504,1141505,5117.292779
1141505,1141506,2744.678939
1141506,1141507,2656.737667
1141507,1141508,4208.092833
1141508,1141509,3789.190514
1141509,1141510,4255.532521
1141510,1141511,7590.485958
1141511,1141512,6015.343228
1141601,1141602,4302.252578
1141602,1141603,2955.548021
1141603,1141604,3280.313387
1141604,1141605,2696.288659
1141605,1141606,4051.943381
1141606,1141607,4276.201579
1141607,1141608,4418.940792
1141608,1141609,2855.53898
1141609,1141610,3676.307655
1141610,1141611,3680.21
1141611,1141612,4083.622945
1141612,1141613,7337.536417
1141613,1141614,5978.812515
1141614,1141615,3631.072849
1141615,1141616,7779.817722
1141616,1141617,9520.847744
1141617,1141618,5013.332127
1141618,1141619,3051.900274
1141619,1141620,4071.043731
1141620,1141621,3422.48504
1141621,1141622,3144.120307
1141622,1141623,6271.188598
1141623,1141624,5731.321903
1141624,1141625,4790.437634
1141625,1141626,5803.360346
1141626,1141627,4507.570219
1141627,1141628,4283.466443
1141628,1141629,3701.852821
1141629,1141630,2397.462573
1141630,1141631,2365.959499
1141631,1141632,5257.444751
1141632,1141633,3961.014623
1141633,1141634,7202.730684
1141634,1141635,3674.33584
1141635,1141636,7435.162218
1141636,1141637,6456.115292
1141637,1141638,3955.709318
1141638,1141639,4469.011293
1141639,1141640,3280.850206
1141640,1141641,4833.303934
1141641,1141642,4119.285118
1141642,1141645,1473.838839
1141643,1141644,3230.534157
1141645,1141643,2713.221307
1141701,1141714,1606.058532
1141702,1141703,1247.482384
1141703,1141704,2632.394162
1141704,1141705,3458.514606
1141705,1141706,2557.894701
1141706,1141707,2178.988797
1141707,1141708,1478.568594
1141708,1141709,2319.374525
1141709,1141710,2631.980513
1141710,1141711,2678.325804
1141711,1141712,2332.564926
1141712,1141713,2226.879385
1141714,1141702,1457.442836
1141801,1141802,1489.553814
1141802,1141803,2316.716167
1141803,1141804,3145.075734
1141804,1141805,1607.363818
1141805,1141806,1702.843503
1141806,1141807,2586.088735
1141807,1141808,3090.577603
1141901,1141902,1738.938571
1141902,1141903,918.2752628
1141903,1141904,2133.893358
1141904,1141905,3617.266944
1141905,1141906,3029.770658
1141906,1141907,2544.008826
1141907,1141908,3458.113251
1141908,1141909,2973.714532
1141909,1141910,3287.808801
1141910,1141911,2469.202372
1141911,1141912,3068.151092
1141912,1141913,3797.333978
1141913,1141914,3520.212249
1141914,1141915,3563.690753
1141915,1141916,2849.242096
1141916,1141917,2219.727876
1141917,1141918,2761.212662
1141918,1141919,4862.055245
1141919,1141920,5024.995003
1142101,1142102,2629.948585
1142102,1142103,2268.11713
1142103,1142104,1503.729456
1142104,1142105,1822.309186
1142105,1142106,2206.37633
1142106,1142107,2277.554195
1142107,1142108,1196.390506
1142108,1142109,1879.388668
1142109,1142110,2433.552314
1142110,1142111,1889.157037
1142111,1142112,2358.493136
1142112,1142113,2277.326738
1142113,1142114,2939.788128
1142114,1142115,1858.597879
1142115,1142116,1818.721857
1142116,1142117,2737.919224
1142117,1142118,1362.703123
1142118,1142119,2525.438929
1142119,1142120,982.2071495
1142120,1142121,2426.5125
1142121,1142122,6239.901507
1142122,1142123,2979.285436
1142201,1142202,5381.729113
1142202,1142203,4533.929531
1142203,1142204,2045.606542
1142204,1142205,2466.270376
1142205,1142206,3093.107154
1142206,1142207,3448.010717
1142207,1142208,4298.88872
1142208,1142209,3802.352922
1142209,1142210,3606.480375
1142210,1142211,3288.358513
1142211,1142212,2729.752439
1142212,1142213,4527.399317
1142213,1142214,2687.135407
1142214,1142215,2146.01059
1142215,1142216,2964.513041
1142216,1142217,2005.281645
1142217,1142218,2575.446651
1142218,1142219,3284.798416
1142219,1142220,3319.610085
1142220,1142221,4558.645201
1142221,1142222,3786.552198
1142222,1142223,3675.713234
1142223,1142224,3075.339504
1150101,1150102,9744.485528
1150102,1150103,5790.273875
1150103,1150104,5318.685287
1150104,1150105,4116.221999
1150105,1150106,2443.523104
1150106,1150107,4547.433773
1150107,1150108,3979.011938
1150108,1150109,4772.902664
1150109,1150110,3190.594774
1150110,1150111,2570.596962
1150111,1150112,2394.068759
1150112,1150113,3315.571487
1150113,1150114,5690.923148
1150114,1150115,4424.430721
1150115,1150116,4844.534962
1150116,1150117,3282.715431
1150117,1150118,2703.008602
1150118,1150119,4074.755343
1150119,1150120,2078.594929
1150120,1150121,6748.178987
1150121,1150122,3312.659555
1150122,1150123,3207.933199
1150123,1150124,4731.948246
1150124,1150125,2837.013751
1150125,1150126,4548.348524
1150126,1150127,7331.200347
1150127,1150128,6529.590007
1150128,1150129,5237.590469
1150129,1150130,3484.957184
1150130,1150135,4541.696135
1150131,1150132,2949.983977
1150132,1150133,3785.738493
1150133,1150134,4326.413331
1150135,1150131,3134.425087
1150201,1150203,5119.753468
1150203,1150204,5056.156242
1150204,1150205,2196.454598
1150205,1150206,3158.742655
1150206,1150207,3260.569511
1150207,1150208,5697.372047
1150208,1150209,4171.362836
1150209,1150210,6623.362611
1150210,1150211,4676.833279
1150211,1150212,3718.771977
1150212,1150213,3095.624201
1150213,1150214,3224.059236
1150214,1150215,2015.67027
1150215,1150216,2318.271956
1150216,1150217,2593.198876
1150217,1150218,2821.957012
1150218,1150242,3008.244885
1150219,1150220,3897.231702
1150220,1150221,3611.55513
1150221,1150222,2626.84777
1150222,1150223,1805.013398
1150223,1150240,1739.939692
1150224,1150225,1847.930921
1150225,1150226,2874.681142
1150226,1150227,3019.71426
1150227,1150241,2310.298416
1150228,1150229,3138.221372
1150229,1150230,4133.298528
1150230,1150231,1722.057957
1150231,1150232,975.1249466
1150232,1150233,2766.220356
1150233,1150234,3591.689724
1150234,1150235,3868.345306
1150235,1150236,3301.158099
1150236,1150237,5813.841247
1150237,1150238,5493.674548
1150238,1150239,7033.416503
1150240,1150224,1771.911902
1150241,1150228,1700.205687
1150242,1150219,4290.110387
1150301,1150302,3055.079684
1150302,1150303,2840.833506
1150303,1150304,7592.693582
1150304,1150305,3258.974516
1150304,1150307,7914.959824
1150305,1150306,1470.75678
1150307,1150308,5563.128803
1150308,1150309,6507.939261
1150309,1150310,3099.917134
1150310,1150311,4370.729765
1150311,1150312,5217.685412
1150401,1150402,1227.775351
1150402,1150403,4362.895357
1150403,1150404,2196.290876
1150404,1150405,4211.563756
1150405,1150406,3608.856049
1150501,1150502,3684.247045
1150502,1150503,2721.394292
1150503,1150504,1745.395079
1150504,1150505,1901.457828
1150505,1150506,2958.860082
1150506,1150507,2518.463173
1150507,1150508,3868.087457
1150508,1150509,3776.383015
1150509,1150510,3318.096326
1150510,1150511,5608.740729
1150511,1150512,2629.369507
1150512,1150513,2267.167677
1150513,1150514,4696.364868
1150514,1150515,4923.074901
1150515,1150516,2784.722709
1150516,1150517,2170.734762
1150517,1150518,1808.984262
1150518,1150519,2471.388412
1150601,1150602,1821.97677
1150602,1150603,1389.545552
1150603,1150604,1507.191724
1150604,1150605,2033.446967
1150605,1150606,3506.462
1150606,1150607,2504.33532
1150607,1150608,1420.281491
1150608,1150609,2298.444241
1150609,1150610,2312.94849
1150701,1150702,2402.955656
1150702,1150703,1678.376557
1150703,1150704,2793.854518
1150704,1150705,1510.243463
1150705,1150706,3312.43197
1150706,1150707,2533.44926
1150707,1150708,2351.960927
1150801,1150802,3601.671253
1150802,1150803,3588.771363
1150803,1150804,1790.734161
1150804,1150805,2883.617229
1150805,1150806,4096.31848
1150806,1150807,3243.729706
1150807,1150808,3577.91259
1150808,1150809,4416.932557
1150809,1150810,2881.253214
1150810,1150811,1314.57435
1150811,1150812,4168.931398
1150812,1150813,3007.238997
1150813,1150814,3568.370665
1150814,1150815,3129.41457
1150815,1150816,3583.385386
1150816,1150817,4188.895714
1150817,1150818,4356.631454
1150901,1150902,5092.965014
1150902,1150903,5032.687165
1150903,1150904,7752.684591
1150904,1150905,5334.731857
1150905,1150906,4389.529913
1150906,1150907,4045.311927
1150907,1150908,6725.775131
1150908,1150909,2842.359653
1150909,1150910,3447.511809
1150910,1150911,5081.772976
1150911,1150912,5965.891703
1151001,1151002,4791.758934
1151002,1151003,5987.13037
1151003,1151004,3327.534947
1151004,1151005,3448.212795
1151005,1151006,4094.269225
1151006,1151007,5541.516676
1151007,1151008,5179.882981
1151008,1151009,3028.954335
1151009,1151010,4540.258555
1151010,1151011,2920.696621
1151011,1151012,2757.226434
1151012,1151013,4641.331939
1151013,1151014,4314.079276
1151014,1151015,6503.973099
1151015,1151016,3859.798503
1151016,1151017,3191.70076
1151017,1151018,3787.289489
1151018,1151019,4099.856443
1151019,1151020,2238.686797
1151020,1151021,5617.104025
1151021,1151022,7024.008222
1151022,1151023,5710.565752
1151023,1151024,3361.307797
1151024,1151025,5389.489921
1151025,1151026,3322.855186
1151026,1151027,5406.139301
1151027,1151028,4048.744785
1151028,1151029,3510.945821
1151029,1151030,3666.519671
1151030,1151031,3623.633109
1151031,1151032,2052.248769
1151032,1151033,2050.984721
1151033,1151034,2267.339557
1151034,1151035,1924.984429
1151035,1151036,4576.21777
1151036,1151037,1466.571829
1151037,1151038,2831.679116
1151038,1151039,5279.881165
1151039,1151040,2691.26845
1151040,1151041,2346.071405
1151101,1151102,5307.073214
1151102,1151103,2007.740845
1151103,1151104,3143.658183
1151104,1151105,2092.422986
1151105,1151106,2657.449718
1151106,1151107,4751.19559
1151107,1151108,3772.69384
1151108,1151109,3281.966425
1151109,1151110,5019.004648
1151110,1151111,3366.493434
1151201,1151202,3039.673234
1151202,1151203,3547.083636
1151203,1151204,3893.161116
1151204,1151205,2160.554727
1151205,1151206,1503.101332
1151206,1151207,2815.03039
1151207,1151208,3538.04505
1151208,1151209,2187.614434
1151209,1151211,4151.217258
1151301,1151302,4077.777361
1151302,1151303,2687.965855
1151303,1151304,4628.241047
1151304,1151305,1287.553983
1151305,1151306,2549.522868
1151306,1151307,2653.350491
1151307,1151308,2610.167255
1151308,1151309,1921.192856
1151309,1151310,2295.243299
1151310,1151311,3031.836447
1151311,1151312,4014.585032
1151312,1151313,2456.450851
1151313,1151314,2667.740169
1151314,1151315,2406.804362
1160101,1160102,5295.807058
1160102,1160103,3216.758781
1160103,1160104,3091.273526
1160104,1160105,3724.092527
1160105,1160106,3671.122609
1160106,1160107,5099.684919
1160107,1160108,3556.552128
1160108,1160109,3852.089386
1160109,1160110,5632.097686
1160110,1160111,3131.732745
1160111,1160112,2054.207048
1160112,1160113,2259.161484
1160113,1160114,2537.996797
1160114,1160115,2706.519502
1160115,1160116,2462.34143
1160116,1160117,2812.975982
1160117,1160118,1505.059249
1160118,1160119,4530.554039
1160119,1160120,5436.02709
1160201,1160202,2427.488126
1160202,1160216,2653.759733
1160203,1160204,3572.724101
1160204,1160205,3994.314341
1160205,1160215,1880.86124
1160206,1160207,2629.540737
1160207,1160217,1747.788466
1160208,1160209,2789.853925
1160209,1160210,1864.584563
1160210,1160211,2232.418767
1160211,1160212,3201.669553
1160212,1160213,611.6565722
1160213,1160214,3573.391991
1160215,1160206,5399.4427
1160216,1160203,1108.033614
1160217,1160208,2076.563866
1160301,1160302,2661.897649
1160302,1160303,4018.355381
