station_cd1,station_cd2,distance
9940908,9940909,1555.64784
9940909,9940910,3212.296314
9940910,9940911,3547.692098
9940911,9940912,575.6592641
9940912,9940913,1402.318448
9940913,9940914,4527.322201
9941001,9941002,1594.926333
9941002,9941016,607.2635225
9941003,9941004,1166.131675
9941004,9941005,1110.432658
9941005,9941006,1158.776805
9941006,9941007,926.3083557
9941007,9941008,515.3543555
9941008,9941009,514.7084624
9941009,9941010,1195.359831
9941010,9941011,2126.92953
9941011,9941012,1339.389575
9941012,9941013,2097.937242
9941013,9941014,1185.903434
9941014,9941015,1002.182707
9941016,9941003,400.7444663
9941201,9941202,4687.332254
9941202,9941203,6266.189266
9941203,9941204,4222.433496
9941301,9941302,286.5541987
9941302,9941303,305.9081368
9941303,9941304,369.0758005
9941304,9941305,253.390243
9941305,9941306,286.3829042
9941306,9941307,324.9561882
9941307,9941308,301.8301994
9941308,9941321,144.8765866
9941309,9941310,343.8732739
9941310,9941311,313.5354746
9941311,9941312,127.8397339
9941312,9941313,309.3907144
9941313,9941322,157.3948597
9941314,9941315,369.8822313
9941315,9941316,361.2157259
9941316,9941317,212.6881209
9941317,9941318,429.497512
9941318,9941319,609.3448983
9941319,9941320,574.4190319
9941321,9941309,134.1482741
9941322,9941314,337.9458157
9941401,9941425,326.1493632
9941402,9941403,190.0539247
9941403,9941404,390.3834516
9941404,9941405,400.7837106
9941405,9941406,442.4909167
9941406,9941407,351.6385726
9941407,9941408,491.3013117
9941408,9941409,365.0081733
9941409,9941410,423.6503402
9941410,9941411,424.8694238
9941411,9941412,317.2413829
9941412,9941413,921.0795444
9941413,9941414,464.0987947
9941414,9941415,729.8297457
9941415,9941416,834.8295784
9941416,9941417,434.5875963
9941417,9941418,629.2544148
9941418,9941419,634.3682682
9941419,9941420,808.5680499
9941420,9941421,576.606549
9941421,9941422,1004.684059
9941422,9941423,546.1131195
9941423,9941424,622.8110849
9941425,9941402,175.7557915
9941501,9941514,286.1469122
9941502,9941515,275.3433366
9941503,9941504,867.6224692
9941504,9941505,897.1062991
9941505,9941506,302.9850429
9941506,9941507,1002.871411
9941507,9941508,484.2336223
9941508,9941509,804.532256
9941509,9941510,667.4399201
9941510,9941511,404.5841081
9941511,9941512,684.6974203
9941512,9941513,417.3570505
9941514,9941502,180.930957
9941515,9941503,359.3941555
9941601,9941602,966.2845731
9941602,9941603,971.0503296
9941603,9941604,1250.791222
9941604,9941605,603.2641767
9941605,9941606,464.2014692
9941606,9941607,1048.656666
9941607,9941608,515.0875002
9941608,9941609,745.7852049
9941609,9941610,1450.776729
9941610,9941619,587.2515964
9941611,9941612,638.757553
9941612,9941613,898.1723664
9941613,9941614,630.7110737
9941614,9941615,730.2132022
9941615,9941616,1598.615074
9941619,9941611,401.6243278
9941701,9941702,534.7164528
9941702,9941703,893.6035025
9941703,9941704,637.1207899
9941704,9941705,673.1881333
9941705,9941706,445.9142248
9941706,9941707,623.152803
9941707,9941708,562.7616426
9941708,9941709,683.7761917
9941709,9941710,400.7517569
9941710,9941711,659.5706648
9941711,9941712,498.3908747
9941801,9941802,3240.811817
9941802,9941803,3346.444542
9941803,9941804,3338.161905
9941804,9941805,4658.591819
9941805,9941806,4128.456937
9941806,9941807,5392.546947
9941808,9941801,5024.995003
9941901,9941902,425.7728518
9941902,9941903,941.3996567
9941903,9941904,852.3513466
9941904,9941905,1062.871858
9941905,9941906,946.8207653
9941906,9941907,883.6896074
9941907,9941908,750.4255788
9941908,9941909,1168.288701
9941909,9941910,1091.867096
9941910,9941911,937.7168775
9941911,9941912,1435.433981
9941912,9941913,1035.323252
9941913,9941914,781.6090506
9941914,9941915,1495.05575
9941915,9941916,1488.630828
9941916,9941917,1463.513555
9941917,9941918,1942.546467
9941918,9941919,1902.825157
9941919,9941920,1703.945753
9941920,9941921,1305.379433
9941921,9941922,1771.676113
9941922,9941923,1316.601236
9942001,9942002,425.7728518
9942002,9942003,941.3996567
9942003,9942024,722.3047843
9942004,9942005,480.5251515
9942005,9942006,638.5867084
9942006,9942022,823.4365973
9942007,9942008,959.3797174
9942008,9942009,2163.81705
9942009,9942010,1189.014769
9942010,9942011,851.5819142
9942011,9942012,1625.902408
9942012,9942013,1866.834141
9942013,9942014,1827.860219
9942014,9942015,2047.10203
9942015,9942016,816.7322698
9942016,9942017,1428.17139
9942017,9942018,2000.760604
9942018,9942019,1345.020846
9942019,9942020,796.9967006
9942020,9942021,932.7477733
9942022,9942023,607.9862514
9942023,9942007,676.6871695
9942024,9942004,605.4384988
9942101,9942102,528.8363397
9942102,9942124,1005.961619
9942103,9942104,1477.281139
9942104,9942105,1098.239945
9942105,9942106,762.7446161
9942106,9942107,1120.90112
9942107,9942108,1162.503514
9942108,9942109,1101.396568
9942109,9942110,1016.189645
9942110,9942125,1213.722293
9942111,9942112,892.6104502
9942112,9942126,962.0832993
9942113,9942114,602.8370006
9942114,9942115,803.6433213
9942115,9942116,878.7652407
9942116,9942117,565.9184613
9942117,9942118,457.6792237
9942118,9942119,679.1060109
9942119,9942120,330.98677
9942119,9942122,644.6510478
9942122,9942123,620.9490417
9942124,9942103,795.9905817
9942125,9942111,864.1194898
9942126,9942113,733.8508272
9942201,9942202,244.650894
9942202,9942203,251.5120147
9942203,9942204,190.5142166
9942204,9942206,259.1150488
9942206,9942207,134.1482741
9942207,9942208,343.8732739
9942208,9942209,313.5354746
9942209,9942210,127.8397339
9942210,9942211,309.3907144
9942211,9942214,157.987708
9942212,9942213,369.8822313
9942213,9942201,361.2157259
9942214,9942212,337.5463533
1140514,9942301,8340.036881
1140515,1140514,5405.450956
1140516,1140515,6298.761044
1140517,9942302,2603.381674
1140518,1140517,3579.369158
1140519,1140518,4980.737333
1140520,1140519,7316.356323
1140521,1140520,4234.870432
1140522,1140521,3987.230869
1140523,1140522,3315.870339
1140524,1140523,6137.115988
9942302,1140516,1602.540129
1140313,1140312,6877.294493
1140314,1140313,6302.277662
1140315,1140314,4595.101698
1140316,1140315,2915.981109
1140317,1140316,3284.520493
1140318,1140317,1757.307086
1140319,1140318,2050.441897
1140320,1140319,3696.103561
1140321,1140320,2549.610246
1140502,1140503,4421.360202
1140503,1140504,5327.425991
1140504,1140505,3342.56801
1140505,1140506,4927.030081
1140506,1140507,5405.52035
1140507,1140508,4133.600577
1140508,1140509,3958.841972
1140510,1140511,5227.265067
1140511,1140512,4557.782288
1140512,1140513,4594.985158
1141548,1141549,7124.681415
1141549,1141550,3461.376841
1141550,1141556,2568.682405
1141551,1141552,3714.200824
1141552,1141553,3589.345992
1141553,1141554,6446.053139
1141554,1141555,4723.819429
1141555,9942502,3196.326258
1141556,1141551,2386.934466
9942501,1141548,6637.712049
9942502,1140502,2525.526461
1141530,1141531,3947.094761
1141531,1141532,3062.355918
1141532,1141533,4804.477086
1141533,1141534,5783.550974
1141534,1141535,2685.506855
1141535,1141536,2984.030554
1141536,1141537,3023.094723
1141537,1141538,1667.185571
1141538,1141539,3906.826609
1141539,9942602,2526.238886
1141540,1141541,3298.085668
1141541,1141542,2440.439871
1141542,9942601,3667.968749
1141544,1141545,2704.140804
1141545,1141546,6276.912836
1141546,1141547,5675.624415
9942601,1141544,2592.747992
9942602,1141540,1844.029336
1140306,1140307,3070.579936
1140307,1140308,3800.541203
1140308,1140309,5320.526635
1140309,1140310,4582.276137
1140310,1140311,3399.250405
1140311,9942702,7328.225956
9942701,1140306,3846.711639
1141513,1141514,2167.749531
1141514,1141515,3409.856875
1141515,1141516,3185.170208
1141516,1141517,4559.77284
1141517,1141518,4132.840071
1141518,1141519,4734.906036
1141519,1141520,3240.350196
1141520,1141521,4629.102707
1141521,1141522,3134.961456
1141522,1141523,2629.948585
1141523,1141524,5251.871326
1141524,1141525,2242.766561
1141525,1141526,3754.541216
1141526,1141527,5765.892029
1141527,1141528,3557.966555
1141528,1141529,2994.757821
1141529,9942802,5401.029564
9942801,1141513,15857.11135
9950101,9950102,1939.304146
9950102,9950103,3463.297871
9950103,9950104,4574.177094
9950104,9950105,2416.480106
9950105,9950106,1875.7395
9950106,9950107,4894.612647
9950107,9950108,1783.868474
9950108,9950109,1258.200155
9950109,9950110,1847.449124
9950110,9950111,3741.646785
9950111,9950112,3761.364284
9950112,9950113,1025.224821
9950113,9950114,5142.761097
9950114,9950115,2597.429653
9950115,9950116,2234.231583
9950201,9950202,740.5888494
9950202,9950203,740.8278766
9950203,9950204,897.7570054
9950204,9950205,2386.293388
9950205,9950206,1537.151345
9950206,9950207,1474.425795
9950207,9950208,1352.752323
9950208,9950209,1525.003392
9950209,9950210,2817.666011
9950210,9950211,2351.666964
9950211,9950212,1662.030422
9950212,9950213,1117.851397
9950301,9950302,1850.698998
9950302,9950303,339.0522264
9950303,9950304,295.6756826
9950304,9950305,1168.702512
9950305,9950306,971.8599377
9950306,9950307,890.6621951
9950307,9950308,966.2912928
9950308,9950309,830.3680277
9950309,9950310,1023.284092
9950401,9950402,362.1369033
9950402,9950403,451.9334595
9950403,9950404,435.4677226
9950404,9950405,637.9713655
9950405,9950406,1009.761992
9950406,9950407,741.792788
9950407,9950408,963.2565666
9950408,9950409,859.5886092
9950409,9950410,608.1050869
9950410,9950411,1143.356193
9950411,9950412,774.0960869
9950412,9950413,1637.669044
9950413,9950414,390.7233311
9950414,9950415,620.9618791
9950501,9950502,1294.419244
9950502,9950503,504.8026932
9950503,9950504,2151.642636
9950504,9950505,1371.223
9950505,9950506,547.6992049
9950506,9950507,1845.985128
9950507,9950508,1317.647053
9950508,9950509,2351.148323
9950509,9950510,617.0786943
9950510,9950539,781.591046
9950511,9950512,1713.376419
9950512,9950513,2442.447232
9950513,9950514,2553.672261
9950514,9950515,1449.887268
9950515,9950516,1586.294787
9950516,9950517,644.2769944
9950517,9950518,1486.870111
9950518,9950519,1733.717915
9950519,9950520,1902.076953
9950520,9950521,3845.402656
9950521,9950522,1428.966549
9950522,9950523,1240.437036
9950523,9950524,2593.985339
9950524,9950525,1502.153742
9950525,9950526,1378.255207
9950526,9950527,2835.544288
9950527,9950528,1586.329608
9950528,9950529,1216.099437
9950529,9950530,1172.134419
9950530,9950531,1257.410538
9950531,9950532,2216.388668
9950532,9950533,985.198026
9950533,9950534,1290.486349
9950534,9950535,4384.689401
9950535,9950538,1699.063002
9950536,9950537,958.5412609
9950538,9950536,1820.144226
9950539,9950511,1133.756389
9950601,9950602,453.4634714
9950602,9950603,354.9161278
9950603,9950604,747.4251325
9950604,9950605,846.2523377
9950605,9950606,1016.757228
9950606,9950607,998.6169267
9950607,9950608,865.9948333
9950608,9950609,1204.635788
9950609,9950610,1321.882296
9950610,9950611,1364.927047
9950611,9950612,900.7643036
9950612,9950613,987.5297581
9950613,9950614,906.8714644
9950614,9950615,1245.415584
9950615,9950616,1760.376551
9950616,9950617,1169.118676
9950617,9950618,1510.338424
9950701,9950702,1262.373959
9950702,9950703,1512.059588
9950703,9950704,517.1431536
9950704,9950705,659.691587
9950705,9950720,590.1637994
9950706,9950707,2358.102645
9950707,9950708,2253.646095
9950708,9950709,2142.003855
9950709,9950710,1731.154307
9950710,9950711,999.542277
9950711,9950712,2634.43712
9950712,9950713,1327.821425
9950713,9950714,2707.39322
9950714,9950715,3279.847098
9950715,9950716,2944.498029
9950716,9950717,1706.674498
9950717,9950718,1115.888141
9950718,9950719,1956.397356
9950720,9950706,3988.934649
9950801,9950802,1072.533169
9950802,9950803,1041.312197
9950803,9950804,1333.875335
9950804,9950805,654.6032309
9950805,9950806,1077.851587
9950806,9950807,1990.51224
9950807,9950808,1129.317457
9950808,9950809,1043.949031
9950809,9950810,1267.522877
9950810,9950811,1244.199286
9950811,9950812,1774.711954
9950812,9950813,1805.625658
9950813,9950814,3344.487332
9950901,9950902,777.2114065
9950902,9950903,2327.539282
9950903,9950904,1023.157777
9950904,9950905,919.2040632
9950905,9950906,729.1481293
9950906,9950907,1184.483352
9950907,9950908,1114.467125
9950908,9950909,1470.985659
9950909,9950910,1974.822046
9950910,9950911,2974.511331
9951001,9951002,1703.946689
9951002,9951003,2486.040545
9951003,9951004,2109.436102
9951004,9951005,2776.983406
9951005,9951006,1872.877488
9951101,9951102,1807.92361
9951102,9951103,1676.364605
9951103,9951104,1840.651248
9951104,9951105,1151.46292
9951105,9951106,2086.632518
9951106,9951107,1887.457383
9951107,9951108,1756.066767
9951108,9951109,1525.808943
9951109,9951110,1803.677033
9951110,9951111,1812.070348
9951111,9951112,1821.661553
9951112,9951113,2000.299119
9951113,9951114,1899.550077
9951114,9951115,1800.256608
9951115,9951116,1312.53883
9951116,9951117,2406.250678
9951117,9951118,2566.041651
9951118,9951119,2508.032034
9951119,9951120,2096.062072
9951120,9951121,2157.305668
9951121,9951122,2779.508831
9951122,9951123,2994.822282
9951201,9951202,1338.257378
9951202,9951203,691.0772621
9951203,9951204,1099.433865
9951204,9951205,1017.444337
9951205,9951206,1451.189194
9951206,9951207,1095.368791
9951207,9951208,845.5969797
9951208,9951209,894.3407946
9951301,9951302,1090.151714
9951302,9951303,1055.980524
9951303,9951304,1041.337368
9951304,9951305,790.8007675
9951305,9951306,699.4628987
9951306,9951307,909.5745147
9951307,9951308,954.4526931
9951308,9951309,1249.456132
9951309,9951310,969.2873747
9951310,9951311,1127.687222
9951311,9951312,913.3324344
9951312,9951313,636.0636778
9951313,9951314,870.3877043
9951314,9951315,669.3655428
9951315,9951316,933.9077976
9951316,9951317,941.5750552
9951317,9951318,1134.24369
9951318,9951319,1180.039504
9951319,9951320,1180.982079
9951320,9951321,611.3221236
9951321,9951322,1057.897373
9951401,9951402,756.9467566
9951402,9951403,782.0969653
9951403,9951404,781.7812322
9951404,9951405,1009.646316
9951405,9951406,888.6443256
9951406,9951407,996.6041913
9951407,9951408,899.0204388
9951408,9951409,421.0744931
9951409,9951410,693.9270985
9951410,9951411,727.3465448
9951411,9951412,800.1044044
9951412,9951413,823.0091913
9951413,9951414,987.2769197
9951414,9951415,868.6773278
9951415,9951416,866.0976509
9951416,9951417,1126.040519
9951417,9951418,718.4876358
9951418,9951419,646.9278766
9951419,9951420,1255.478734
9951420,9951421,975.4572158
9951421,9951422,1121.352536
9951422,9951423,848.9114974
9951423,9951424,1086.191552
9951424,9951425,1109.432992
9951425,9951426,1261.414963
9951426,9951427,1146.757442
9951427,9951428,887.4255888
9951428,9951401,821.8489144
9951501,9951502,1426.933631
9951502,9951503,983.2203972
9951503,9951504,1252.764447
9951504,9951505,886.1135519
9951505,9951506,719.9104626
9951506,9951507,660.0051359
9951601,9951602,1296.024671
9951602,9951603,1244.964269
9951603,9951604,1361.550601
9951604,9951605,929.0931008
9951605,9951606,1299.654688
9951606,9951607,466.3796583
9951607,9951608,950.2387211
9951608,9951609,867.3482783
9951609,9951610,920.6384729
9951610,9951611,1090.540205
9951611,9951612,748.6949408
9951612,9951613,1331.342736
9951613,9951614,858.0485826
9951614,9951615,1053.399287
9951615,9951616,1327.75037
9951616,9951617,1032.775639
9951617,9951618,852.5730142
9951618,9951619,1000.496931
9951619,9951620,1026.265514
9951701,9951702,926.5910859
9951702,9951703,640.3233136
9951703,9951704,803.2389183
9951704,9951705,918.0285662
9951705,9951706,683.9052268
9951706,9951707,1266.530327
9951707,9951708,813.5081834
9951708,9951709,1247.801172
9951709,9951710,1027.034398
9951710,9951711,1099.832318
9951711,9951712,882.5313717
9951712,9951713,765.2667438
9951713,9951714,807.005904
9951714,9951715,968.9692389
9951715,9951716,707.8489321
9951716,9951717,1161.464925
9951717,9951718,977.9648538
9951718,9951719,911.7798332
9951719,9951720,1295.065105
9951720,9951721,903.2880701
9951801,9951802,877.7751347
9952001,9952002,952.123813
9952002,9952003,655.4053088
9952003,9952004,827.5198445
9952004,9952005,639.8340796
9952005,9952006,1040.995469
9952006,9952007,968.4185173
9952007,9952008,1041.395345
9952008,9952009,727.2160982
9952009,9952010,1400.558949
9952010,9952011,2190.662981
9952011,9952012,1890.7711
9952012,9952013,1263.80603
9952013,9952014,1601.296166
9952014,9952015,1441.044401
9952015,9952016,827.4145774
9952101,9952102,247.1810699
9952102,9952103,347.8934457
9952103,9952104,352.1394968
9952104,9952105,254.2156497
9952105,9952106,273.477888
9952106,9952107,463.0953343
9952107,9952108,400.8756092
9952108,9952109,345.7967355
9952109,9952110,428.8216693
9952110,9952111,333.5156137
9952111,9952112,476.8663048
9952112,9952113,742.3276823
9952112,9952114,642.6345147
9952201,9952202,642.6345147
9952301,9952302,911.3748432
9952302,9952303,644.6783916
9952303,9952304,979.3313117
9952304,9952305,568.1196522
9952305,9952306,996.0794495
9952306,9952307,735.8503798
9952307,9952308,930.7472069
9952308,9952309,488.3573359
9952401,9952402,2097.950284
9952402,9952403,4265.743232
9952403,9952404,2092.902918
9952404,9952405,2397.461033
9952405,9952411,919.8532723
9952406,9952407,2902.203589
9952407,9952408,1182.466915
9952408,9952409,3175.196202
9952409,9952410,1763.120836
9952411,9952406,1239.205413
9952501,9952502,1681.774688
9952502,9952503,1949.397798
9952503,9952504,2107.81853
9952504,9952505,2277.123366
9952505,9952506,1464.788931
9952506,9952507,1386.093056
9952507,9952508,743.0221327
9952508,9952509,995.9985576
9952509,9952510,1636.312866
9952510,9952511,1458.403564
9952511,9952512,1421.34649
9952512,9952513,1063.278256
9952513,9952514,2747.12747
9952514,9952515,2318.829545
9952515,9952516,1116.916853
9952516,9952517,906.8130026
9952517,9952518,1639.624666
9952518,9952519,941.5816045
9952519,9952520,1112.157266
9952520,9952521,1051.420777
9952521,9952522,1577.927646
9952522,9952523,1252.553458
9952523,9952524,1719.826789
9952524,9952525,3363.50139
9952525,9952526,2982.304845
9952526,9952527,3460.097845
9952527,9952528,2739.964552
9952528,9952529,1931.136895
9952529,9952530,1371.004405
9952530,9952531,2310.065913
9952531,9952532,1322.69072
9952532,9952533,1279.767823
9952533,9952534,1832.561815
9952534,9952535,1838.431138
9952535,9952536,3455.991682
9952536,9952537,1247.80045
9952537,9952538,1156.332618
9952601,9952602,2736.575317
9952602,9952603,1739.918352
9952603,9952604,978.8974301
9952604,9952605,1958.627195
9952605,9952606,3131.730363
9952606,9952607,1773.310055
9952607,9952608,863.0752855
9952608,9952609,2741.538829
9952609,9952610,1292.604254
9952610,9952611,2593.682989
9952611,9952612,1304.84985
9952612,9952613,1657.542313
9952613,9952614,1400.840313
9952614,9952615,1263.345246
9952615,9952616,1878.957458
9952616,9952617,2223.26311
9952617,9952618,1833.954456
9952618,9952619,1971.675937
9952801,9952802,2266.769641
9952802,9952803,1534.627022
9952803,9952804,1233.444913
9952804,9952805,1632.349203
9952805,9952806,2409.935996
9952806,9952807,1524.961562
9952807,9952808,1838.98932
9952808,9952809,2129.70491
9952809,9952810,1784.128827
9952810,9952811,2450.025656
9952811,9952812,1249.687947
9952812,9952813,2142.225092
9952813,9952814,2052.304105
9952814,9952815,1160.721105
9952901,9952902,892.8184196
9952902,9952903,946.5056586
9952903,9952904,1263.830929
9952904,9952905,779.9332606
9952905,9952906,1308.733464
9952906,9952907,1403.684614
9952907,9952908,1090.332078
9952908,9952909,1671.480562
9952909,9952910,2470.320561
9952910,9952911,1983.843152
9952911,9952912,3389.533866
9952912,9952913,2058.243166
9953001,9953002,3713.500674
9953002,9953003,3122.994241
9953003,9953004,2069.490302
9953004,9953005,1926.052251
9953005,9953006,1569.45426
9953006,9953007,1301.456633
9953007,9953008,2398.70908
9953008,9953009,3016.79644
9953009,9953010,2747.978806
9953101,9953102,716.1349884
9953102,9953103,2298.634497
9953103,9953104,441.7999831
9953104,9953105,463.2680234
9953105,9953106,625.0025442
9953106,9953107,820.5369597
9953107,9953115,663.1966259
9953108,9953109,1271.21788
9953109,9953110,1293.415966
9953110,9953111,1262.552703
9953111,9953112,1096.371317
9953112,9953113,2127.727912
9953113,9953114,739.0265668
9953115,9953108,1449.524634
9953201,9953202,1444.376448
9953202,9953203,2305.982273
9953203,9953204,2560.092712
9953204,9953205,2082.027328
9953205,9953206,3067.699954
9953206,9953207,2296.467254
9953207,9953208,2034.640259
9953208,9953209,3249.544164
9953209,9953210,4540.328953
9953210,9953211,4029.474473
9953211,9953212,2534.85247
9953212,9953213,2638.755751
9953213,9953214,1177.419456
9953214,9953215,1300.660265
9953215,9953216,1917.246644
9953216,9953217,1854.011821
9953217,9953218,1424.122455
9953218,9953219,980.2698222
9953219,9953220,975.0873881
9953220,9953221,2086.827749
9953221,9953222,2832.23966
9953222,9953223,1344.948183
9953223,9953224,1597.44139
9953224,9953225,885.9486724
9953225,9953226,742.9999078
9953226,9953227,2268.713682
9960101,9960102,2267.116865
9960102,9960103,1118.71798
9960103,9960104,2287.152341
9960104,9960125,1089.015709
9960105,9960106,2060.041719
9960106,9960107,2798.802584
9960107,9960108,2260.162356
9960108,9960109,2894.790354
9960109,9960110,2819.998735
9960110,9960111,2123.252127
9960111,9960112,2344.421324
9960112,9960113,2164.560382
9960113,9960114,913.7552301
9960114,9960115,1493.387844
9960115,9960116,1255.866754
9960116,9960117,1648.407193
9960117,9960118,2432.91979
9960118,9960119,2484.734958
9960119,9960120,4655.32493
9960120,9960121,1100.480753
9960121,9960122,662.972156
9960122,9960123,584.7613609
9960123,9960124,2049.327724
9960125,9960105,862.1715543
9960201,9960203,697.6125671
9960203,9960202,1707.928608
9960301,9960302,535.1455304
9960302,9960303,682.959931
9960303,9960304,1751.469891
9960304,9960305,1873.778052
9960305,9960306,1540.796789
9960306,9960307,2674.731674
9960401,9960402,7254.973464
9960402,9960403,599.6646712
9960403,9960404,2202.076356
9960404,9960405,994.5521214
9960405,9960406,1164.568668
9960501,9960502,968.2280512
9960502,9960503,2403.880049
9960503,9960504,3885.935286
9960601,9960602,892.8447221
9960602,9960603,460.7309791
9960603,9960604,716.4781915
9960604,9960605,702.4776648
9960605,9960606,900.3291134
9960606,9960607,594.8521411
9960607,9960608,1164.697969
9960701,9960702,921.2687362
9960702,9960703,754.1941901
9960703,9960704,920.4575943
9960704,9960705,727.9123271
9960705,9960706,587.7131053
9960706,9960707,1190.976964
9960707,9960708,1045.198369
9960708,9960709,919.522113
9960709,9960710,1112.733435
9960801,9960802,1370.261753
9960802,9960803,1445.08557
9960803,9960804,2084.711424
9960804,9960805,2571.344268
9960805,9960806,2087.660952
9960806,9960807,2536.10633
9960807,9960808,871.2555747
9960808,9960809,1985.741557
9960809,9960810,2083.329865
9960810,9960811,3653.813502
9960811,9960812,5342.830396
9960812,9960813,1611.149433
9960813,9960814,1415.110288
9960907,9960908,3031.296642
9960908,9960909,2940.453441
9960909,9960910,2376.63909
9960910,9960911,4945.8584
9960911,9960912,5536.467047
9960912,9960913,6235.357393
9960913,9960914,5190.481911
9960914,9960915,4553.633809
9960915,9960916,2692.693063
9960916,9960917,2299.48938
9960917,9960918,7706.802346
9960918,9960919,2190.688583
9961001,9961002,1453.861911
9961002,9961003,984.8287894
9961003,9961004,989.35887
9961004,9961005,843.7542772
9961005,9961006,801.2172971
9961006,9961007,1510.414508
9961007,9961008,669.813185
9961008,9961009,905.7208472
9961009,9961010,787.8105287
9961010,9961011,933.703781
9961011,9961012,862.5018748
9961012,9961013,764.8304064
9961013,9961014,1071.948594
9961014,9961015,660.4976995
9961101,9961102,973.927185
9961102,9961103,1286.124262
9961103,9961104,1177.064034
9961104,9961105,1283.13931
9961105,9961106,1032.255199
9961106,9961107,1066.483578
9961107,9961108,1529.522917
9961108,9961109,1679.772415
9961109,9961110,905.7969452
9961110,9961111,609.4974181
9961111,9961112,490.1743517
9961112,9961113,840.6505583
9961113,9961114,850.3364503
9961114,9961115,803.8169767
9961115,9961116,964.2001473
9961116,9961117,1378.027997
9961201,9961202,1328.738963
9961202,9961203,506.9363995
9961203,9961204,847.6567505
9961204,9961213,753.6919656
9961205,9961206,469.7062526
9961206,9961207,750.1027638
9961207,9961208,551.4882472
9961208,9961209,506.0330927
9961209,9961210,343.6370712
9961210,9961211,354.4356092
9961211,9961212,363.4989813
9961213,9961205,278.3101326
9961301,9961310,239.6527849
9961302,9961303,380.2348884
9961303,9961304,530.630369
9961304,9961305,407.9471616
9961305,9961306,356.4008786
9961306,9961307,341.2497703
9961307,9961308,231.1853478
9961308,9961309,644.951357
9961310,9961302,537.2605844
9961401,9961402,1654.242564
9961401,9961405,1449.637721
9961402,9961403,2122.429553
9961403,9961404,1784.729923
9961405,9961406,1175.457315
9961501,9961502,1185.904507
9961502,9961503,932.128932
9961503,9961504,559.6723094
9961504,9961505,776.8578601
9961505,9961506,695.217414
9961506,9961507,879.6695808
9961507,9961508,1230.58385
9961508,9961509,712.0550926
9961509,9961510,938.0921358
9961510,9961511,385.8858454
9961511,9961512,1543.156086
9961512,9961513,928.8140001
9961513,9961514,837.7719401
9961601,9961602,2936.832549
9961602,9961603,3914.672995
9961603,9961604,2366.246215
9961604,9961605,1775.26687
9961605,9961606,2335.745072
9961701,9961702,704.2209419
9961702,9961703,359.1266864
9961703,9961704,853.2055179
9961704,9961705,738.4787705
9961705,9961706,454.5538245
9961706,9961707,1019.654644
9961707,9961708,371.5337212
9961708,9961709,456.8616063
9961709,9961710,415.6915962
9961801,9961802,1968.019931
9961802,9961803,902.2584565
9961803,9961804,702.7798778
9961804,9961805,1714.232136
9961805,9961806,825.3895337
9961806,9961807,1312.321918
9961807,9961808,1162.894788
9961808,9961809,777.9826073
9961809,9961810,964.6991379
9961810,9961811,1158.545102
9961811,9961812,1008.045572
9961812,9961813,891.10621
9961813,9961814,1470.853803
9961814,9961815,1334.486587
9961815,9961816,1310.138897
9961816,9961817,1229.558254
9961817,9961818,1910.850101
9961818,9961819,1607.07885
9961819,9961820,1512.052623
9961901,9961902,1834.34018
9961902,9961903,1096.852782
9961903,9961904,993.5073066
9961904,9961905,1002.865109
9961905,9961906,986.1577993
9961906,9961907,1130.386758
9961907,9961908,1342.933776
9961908,9961909,703.0683989
9961909,9961910,823.2398649
9961910,9961911,1106.917969
9961911,9961912,1080.958377
9961912,9961913,836.8512908
9961913,9961914,776.173842
9961914,9961915,868.7263335
9961915,9961916,967.2900686
9961916,9961917,1208.16066
9961917,9961918,597.9298067
9961918,9961919,894.9696247
9961919,9961920,1106.862031
9961920,9961921,1014.608995
9961921,9961922,1454.42271
9961922,9961923,1322.348191
9961923,9961924,1300.117157
9961924,9961925,1038.405845
9961925,9961926,965.1200212
9962001,9962002,920.8850262
9962002,9962003,1071.591289
9962003,9962004,891.0415908
9962004,9962005,858.1074135
9962005,9962006,1145.869171
9962006,9962007,1302.751393
9962007,9962008,1138.076156
9962008,9962009,1180.191709
9962009,9962010,1113.334445
9962010,9962011,1482.106862
9962101,9962102,2346.194052
9962101,9962115,2316.558838
9962102,9962103,1550.25683
9962103,9962104,1493.213631
9962104,9962105,1295.804323
9962105,9962106,1328.18783
9962106,9962107,1163.542314
9962107,9962108,726.7458243
9962108,9962109,947.6641161
9962109,9962110,1415.092547
9962110,9962111,1153.571744
9962111,9962112,1110.068067
9962112,9962113,1452.93874
9962113,9962114,1731.344571
9962201,9962202,530.1289814
9962202,9962203,1292.48411
9962203,9962204,695.9834266
9962204,9962205,771.9143322
9962205,9962206,995.4871415
9962206,9962207,644.9266608
9962207,9962208,840.1215801
9962208,9962209,1251.915163
9962209,9962210,1393.754466
9962210,9962211,877.8823426
9962211,9962212,767.6062783
9962212,9962213,955.6194598
9962213,9962214,1089.153135
9962301,9962302,716.2086163
9962302,9962303,678.2918725
9962303,9962304,790.8103441
9962304,9962305,1078.698519
9962305,9962306,802.7832533
9962306,9962307,832.2883723
9962307,9962308,1342.056098
9962308,9962309,703.1190181
9962309,9962310,1505.406254
9962401,9962402,545.990883
9962402,9962403,872.4572853
9962403,9962404,582.5089463
9962404,9962405,620.9132044
9962405,9962406,553.8598669
9962406,9962407,567.5583978
9962407,9962408,412.0157363
9962408,9962409,1222.833779
9962409,9962410,851.7125047
