station_cd,station_g_cd,station_name,station_name_k,station_name_r,station_name_zh,station_name_ko,primary_station_number,secondary_station_number,extra_station_number,three_letter_code,line_cd,pref_cd,post,address,lon,lat,open_ymd,close_ymd,e_status,e_sort
1163425,1163425,新見,ニイミ,Niimi,新见,니미,,,,,11634,33,718-0017,岡山県新見市西方,133.45674,34.987232,0000-00-00,0000-00-00,0,1163425
1163501,1160821,姫路,ヒメジ,Himeji,姬路,히메지,,,,,11635,28,670-0927,兵庫県姫路市駅前町御殿前,134.690769,34.827659,0000-00-00,0000-00-00,0,1163501
1163502,1163502,京口,キョウグチ,Kyōguchi,京口,교구치,,,,,11635,28,670-0841,兵庫県姫路市城東町,134.70535,34.834672,0000-00-00,0000-00-00,0,1163502
1163503,1163503,野里,ノザト,Nozato,野里,노자토,,,,,11635,28,670-0805,兵庫県姫路市西中島,134.711251,34.856142,0000-00-00,0000-00-00,0,1163503
1163504,1163504,砥堀,トホリ,Tohori,砥堀,도호리,,,,,11635,28,670-0802,兵庫県姫路市砥堀,134.724833,34.866427,0000-00-00,0000-00-00,0,1163504
1163505,1163505,仁豊野,ニブノ,Nibuno,仁丰野,니부노,,,,,11635,28,670-0801,兵庫県姫路市仁豊野,134.728315,34.885144,0000-00-00,0000-00-00,0,1163505
1163506,1163506,香呂,コウロ,Koro,香吕,고로,,,,,11635,28,679-2144,兵庫県姫路市香寺町中屋,134.735895,34.911389,0000-00-00,0000-00-00,0,1163506
1163507,1163507,溝口,ミゾグチ,Mizoguchi,沟口,미조구치,,,,,11635,28,679-2161,兵庫県姫路市香寺町溝口,134.742347,34.927859,0000-00-00,0000-00-00,0,1163507
1163508,1163508,福崎,フクサキ,Fukusai,福崎,후쿠사키,,,,,11635,28,679-2212,兵庫県神崎郡福崎町福田,134.750618,34.960637,0000-00-00,0000-00-00,0,1163508
1163509,1163509,甘地,アマジ,Amaji,甘地,아마지,,,,,11635,28,679-2323,兵庫県神崎郡市川町甘地,134.758525,34.98814,0000-00-00,0000-00-00,0,1163509
1163510,1163510,鶴居,ツルイ,Tsurui,鹤居,쓰루이,,,,,11635,28,679-2334,兵庫県神崎郡市川町鶴居,134.754716,35.023742,0000-00-00,0000-00-00,0,1163510
1163511,1163511,新野,ニイノ,Niino,新野,니노,,,,,11635,28,679-3114,兵庫県神崎郡神河町新野,134.752482,35.050278,0000-00-00,0000-00-00,0,1163511
1163512,1163512,寺前,テラマエ,Teramae,寺前,데라마에,,,,,11635,28,679-3112,兵庫県神崎郡神河町鍛治,134.743255,35.065462,0000-00-00,0000-00-00,0,1163512
1163513,1163513,長谷,ハセ,Hase,长谷,하세,,,,,11635,28,679-3102,兵庫県神崎郡神河町栗,134.748103,35.117029,0000-00-00,0000-00-00,0,1163513
1163514,1163514,生野,イクノ,Ikuno,生野,이쿠노,,,,,11635,28,679-3301,兵庫県朝来市生野町口銀谷,134.789259,35.163227,0000-00-00,0000-00-00,0,1163514
1163515,1163515,新井,ニイ,Nii,新井,니이,,,,,11635,28,679-3431,兵庫県朝来市新井,134.79508,35.236471,0000-00-00,0000-00-00,0,1163515
1163516,1163516,青倉,アオクラ,Aokura,青仓,아오쿠라,,,,,11635,28,679-3401,兵庫県朝来市物部,134.811789,35.26719,0000-00-00,0000-00-00,0,1163516
1163517,1163517,竹田,タケダ,Takeda,竹田,다케다,,,,,11635,28,669-5252,兵庫県朝来市和田山町竹田,134.835422,35.298459,0000-00-00,0000-00-00,0,1163517
1163518,1161519,和田山,ワダヤマ,Wadayama,和田山,와다야마,,,,,11635,28,669-5202,兵庫県朝来市和田山町東谷,134.85137,35.34141,0000-00-00,0000-00-00,0,1163518
1163601,1160708,王寺,オウジ,Ōji,王寺,오지,,,,,11636,29,636-0003,奈良県北葛城郡王寺町久度２丁目,135.704005,34.597448,0000-00-00,0000-00-00,0,1163601
1163602,1163602,畠田,ハタケダ,Hatakeda,畠田,하타케다,,,,,11636,29,636-0021,奈良県北葛城郡王寺町大字畠田３丁目,135.703874,34.578427,0000-00-00,0000-00-00,0,1163602
1163603,1163603,志都美,シズミ,Shizumi,志都美,시즈미,,,,,11636,29,639-0265,奈良県香芝市上中,135.701997,34.561515,0000-00-00,0000-00-00,0,1163603
1163604,1163604,香芝,カシバ,Kashiba,香芝,가시바,,,,,11636,29,639-0231,奈良県香芝市下田西１丁目,135.705767,34.543137,0000-00-00,0000-00-00,0,1163604
1163605,1163605,ＪＲ五位堂,ジェイアールゴイドウ,JR-Goido,JR五位堂,JR 고이도,,,,,11636,29,639-0226,奈良県香芝市五位堂６丁目５５,135.718435,34.527667,0000-00-00,0000-00-00,0,1163605
1163606,1163606,高田,タカダ,Takada,高田,다카다,,,,,11636,29,635-0081,奈良県大和高田市高砂町１丁目,135.745033,34.515916,0000-00-00,0000-00-00,0,1163606
1163607,1163607,大和新庄,ヤマトシンジョウ,Yamato-Shinjō,大和新庄,야마토신조,,,,,11636,29,639-2113,奈良県葛城市北花内北端,135.736001,34.488827,0000-00-00,0000-00-00,0,1163607
1163608,1163608,御所,ゴセ,Gose,御所,고세,,,,,11636,29,639-2200,奈良県御所市御国通り１丁目,135.733819,34.465102,0000-00-00,0000-00-00,0,1163608
1163609,1163609,玉手,タマデ,Tamade,玉手,다마데,,,,,11636,29,639-2247,奈良県御所市玉手字畑田,135.748479,34.458467,0000-00-00,0000-00-00,0,1163609
1163610,1163610,掖上,ワキガミ,Wakigami,掖上,와키가미,,,,,11636,29,639-2244,奈良県御所市大字柏原,135.763127,34.452393,0000-00-00,0000-00-00,0,1163610
1163611,1163611,吉野口,ヨシノグチ,Yoshinoguchi,吉野口,요시노구치,,,,,11636,29,639-2254,奈良県御所市大字古瀬,135.750343,34.420704,0000-00-00,0000-00-00,0,1163611
1163612,1163612,北宇智,キタウチ,Kitauchi,北宇智,기타우치,,,,,11636,29,637-0014,奈良県五條市住川町,135.714722,34.381264,0000-00-00,0000-00-00,0,1163612
1163613,1163613,五条,ゴジョウ,Gojō,五条,고조,,,,,11636,29,637-0005,奈良県五條市須恵３丁目,135.698679,34.355727,0000-00-00,0000-00-00,0,1163613
1163614,1163614,大和二見,ヤマトフタミ,Yamato-Futami,大和二见,야마토후타미,,,,,11636,29,637-0071,奈良県五條市二見３丁目,135.684516,34.346125,0000-00-00,0000-00-00,0,1163614
1163615,1163615,隅田,スダ,Suda,隅田,스다,,,,,11636,30,648-0012,和歌山県橋本市隅田町芋生,135.655639,34.32811,0000-00-00,0000-00-00,0,1163615
1163616,1163616,下兵庫,シモヒョウゴ,Shimohyōgo,下兵库,시모효고,,,,,11636,30,648-0016,和歌山県橋本市隅田町下兵庫,135.634741,34.322613,0000-00-00,0000-00-00,0,1163616
1163617,1163617,橋本,ハシモト,Hashimoto,桥本,하시모토,,,,,11636,30,648-0065,和歌山県橋本市古佐田１丁目,135.614767,34.318158,0000-00-00,0000-00-00,0,1163617
1163618,1163618,紀伊山田,キイヤマダ,Kii-Yamada,纪伊山田,기이야마다,,,,,11636,30,648-0086,和歌山県橋本市神野々,135.584051,34.3131,0000-00-00,0000-00-00,0,1163618
1163619,1163619,高野口,コウヤグチ,Kōyaguchi,高野口,고야구치,,,,,11636,30,649-7205,和歌山県橋本市高野口町名倉,135.556957,34.307603,0000-00-00,0000-00-00,0,1163619
1163620,1163620,中飯降,ナカイブリ,Nakaiburi,中饭降,나카이부리,,,,,11636,30,649-7112,和歌山県伊都郡かつらぎ町大字中飯降,135.532019,34.304209,0000-00-00,0000-00-00,0,1163620
1163621,1163621,妙寺,ミョウジ,Myōji,妙寺,묘지,,,,,11636,30,649-7122,和歌山県伊都郡かつらぎ町大字新田,135.517382,34.298607,0000-00-00,0000-00-00,0,1163621
1163622,1163622,大谷,オオタニ,Ōtani,大谷,오타니,,,,,11636,30,649-7173,和歌山県伊都郡かつらぎ町大字大谷,135.493698,34.298548,0000-00-00,0000-00-00,0,1163622
1163623,1163623,笠田,カセダ,Kaseda,笠田,가세다,,,,,11636,30,649-7161,和歌山県伊都郡かつらぎ町大字笠田東,135.479947,34.292073,0000-00-00,0000-00-00,0,1163623
1163624,1163624,西笠田,ニシカセダ,Nishi-Kaseda,西笠田,니시카세다,,,,,11636,30,649-7166,和歌山県伊都郡かつらぎ町大字高田,135.452551,34.280136,0000-00-00,0000-00-00,0,1163624
1163625,1163625,名手,ナテ,Nate,名手,나테,,,,,11636,30,649-6631,和歌山県紀の川市名手市場,135.433498,34.272883,0000-00-00,0000-00-00,0,1163625
1163626,1163626,粉河,コカワ,Kokawa,粉河,고카와,,,,,11636,30,649-6531,和歌山県紀の川市粉河,135.404184,34.270717,0000-00-00,0000-00-00,0,1163626
1163627,1163627,紀伊長田,キイナガタ,Kii-Nagata,纪伊长田,기이나가타,,,,,11636,30,649-6553,和歌山県紀の川市深田,135.391536,34.268242,0000-00-00,0000-00-00,0,1163627
1163628,1163628,打田,ウチタ,Uchita,打田,우치타,,,,,11636,30,649-6414,和歌山県紀の川市打田,135.364224,34.265178,0000-00-00,0000-00-00,0,1163628
1163629,1163629,下井阪,シモイサカ,Shimoisaka,下井阪,시모이사카,,,,,11636,30,649-6426,和歌山県紀の川市下井阪,135.340256,34.262003,0000-00-00,0000-00-00,0,1163629
1163630,1163630,岩出,イワデ,Iwade,岩出,이와데,,,,,11636,30,649-6223,和歌山県岩出市高塚,135.321272,34.254945,0000-00-00,0000-00-00,0,1163630
1163631,1163631,船戸,フナト,Funato,船户,후나토,,,,,11636,30,649-6225,和歌山県岩出市船戸,135.311171,34.248301,0000-00-00,0000-00-00,0,1163631
1163632,1163632,紀伊小倉,キイオグラ,Kii-Ogura,纪伊小仓,기이오구라,,,,,11636,30,649-6264,和歌山県和歌山市新庄,135.287346,34.246357,0000-00-00,0000-00-00,0,1163632
1163633,1163633,布施屋,ホシヤ,Hoshiya,布施屋,호시야,,,,,11636,30,649-6321,和歌山県和歌山市布施屋,135.261579,34.244481,0000-00-00,0000-00-00,0,1163633
1163634,1163634,千旦,センダ,Senda,千旦,센다,,,,,11636,30,641-0035,和歌山県和歌山市関戸４８５-１,135.245677,34.24167,0000-00-00,0000-00-00,0,1163634
1163635,1163635,田井ノ瀬,タイノセ,Tainose,田井之濑,다이노세,,,,,11636,30,640-8301,和歌山県和歌山市岩橋,135.229492,34.242153,0000-00-00,0000-00-00,0,1163635
1163636,1162635,和歌山,ワカヤマ,Wakayama,和歌山,와카야마,,,,,11636,30,640-8331,和歌山県和歌山市美園町,135.191454,34.232436,0000-00-00,0000-00-00,0,1163636
1163701,1160704,奈良,ナラ,Nara,奈良,나라,,,,,11637,29,630-8122,奈良県奈良市三条本町,135.818935,34.680482,0000-00-00,0000-00-00,0,1163701
1163702,1163702,京終,キョウバテ,Kyōbate,京终,교바테,,,,,11637,29,630-8141,奈良県奈良市南京終町,135.828446,34.670031,0000-00-00,0000-00-00,0,1163702
1163703,1163703,帯解,オビトケ,Obitoke,带解,오비토케,,,,,11637,29,630-8444,奈良県奈良市今市町１丁目,135.82621,34.643156,0000-00-00,0000-00-00,0,1163703
1163704,1163704,櫟本,イチノモト,Ichinomoto,栎本,이치노모토,,,,,11637,29,632-0004,奈良県天理市櫟本町,135.826329,34.621058,0000-00-00,0000-00-00,0,1163704
1163705,1163705,天理,テンリ,Tenri,天理,덴리,,,,,11637,29,632-0016,奈良県天理市川原城町,135.830283,34.60113,0000-00-00,0000-00-00,0,1163705
1163706,1163706,長柄,ナガラ,Nagara,长柄,나가라,,,,,11637,29,632-0044,奈良県天理市兵庫町,135.835021,34.574252,0000-00-00,0000-00-00,0,1163706
1163707,1163707,柳本,ヤナギモト,Yanagimoto,柳本,야나기모토,,,,,11637,29,632-0052,奈良県天理市柳本町,135.838715,34.55926,0000-00-00,0000-00-00,0,1163707
1163708,1163708,巻向,マキムク,Makimuku,卷向,마키무쿠,,,,,11637,29,633-0083,奈良県桜井市辻,135.840943,34.545147,0000-00-00,0000-00-00,0,1163708
1163709,1163709,三輪,ミワ,Miwa,三轮,미와,,,,,11637,29,633-0001,奈良県桜井市三輪,135.848435,34.527138,0000-00-00,0000-00-00,0,1163709
1163710,1163710,桜井,サクライ,Sakurai,樱井,사쿠라이,,,,,11637,29,633-0091,奈良県桜井市桜井,135.846527,34.513143,0000-00-00,0000-00-00,0,1163710
1163711,1163711,香久山,カグヤマ,Kaguyama,香久山,가구야마,,,,,11637,29,634-0011,奈良県橿原市出垣内町,135.825092,34.510704,0000-00-00,0000-00-00,0,1163711
1163712,1163712,畝傍,ウネビ,Unebi,亩傍,우네비,,,,,11637,29,634-0078,奈良県橿原市八木町２,135.794154,34.508209,0000-00-00,0000-00-00,0,1163712
1163713,1163713,金橋,カナハシ,Kanahashi,金桥,가나하시,,,,,11637,29,634-0837,奈良県橿原市曲川町,135.765401,34.509639,0000-00-00,0000-00-00,0,1163713
1163714,1163606,高田,タカダ,Takada,高田,다카다,,,,,11637,29,635-0081,奈良県大和高田市高砂町１丁目,135.745033,34.515916,0000-00-00,0000-00-00,0,1163714
1163901,1151041,新宮,シングウ,Shingū,新宫,신구,,,,,11639,30,647-0081,和歌山県新宮市新宮,135.994099,33.725119,0000-00-00,0000-00-00,0,1163901
1163902,1163902,三輪崎,ミワサキ,Miwakasaki,三轮崎,미와사키,,,,,11639,30,647-0061,和歌山県新宮市三輪崎,135.984906,33.689554,0000-00-00,0000-00-00,0,1163902
1163903,1163903,紀伊佐野,キイサノ,Kii-Sano,纪伊佐野,기이사노,,,,,11639,30,647-0071,和歌山県新宮市佐野,135.970447,33.679891,0000-00-00,0000-00-00,0,1163903
1163904,1163904,宇久井,ウクイ,Ukui,宇久井,우쿠이,,,,,11639,30,649-5312,和歌山県東牟婁郡那智勝浦町大字宇久井,135.972302,33.662751,0000-00-00,0000-00-00,0,1163904
1163905,1163905,那智,ナチ,Nachi,那智,나치,,,,,11639,30,649-5314,和歌山県東牟婁郡那智勝浦町大字浜ノ宮,135.936508,33.643917,0000-00-00,0000-00-00,0,1163905
1163906,1163906,紀伊天満,キイテンマ,Kii-Temma,纪伊天满,기이텐마,,,,,11639,30,649-5331,和歌山県東牟婁郡那智勝浦町大字天満,135.93457,33.636706,0000-00-00,0000-00-00,0,1163906
1163907,1163907,紀伊勝浦,キイカツウラ,Kii-Katsuura,纪伊胜浦,기이카쓰우라,,,,,11639,30,649-5334,和歌山県東牟婁郡那智勝浦町大字勝浦,135.941811,33.628133,0000-00-00,0000-00-00,0,1163907
1163908,1163908,湯川,ユカワ,Yukawa,汤川,유카와,,,,,11639,30,649-5338,和歌山県東牟婁郡那智勝浦町大字二河,135.92508,33.609568,0000-00-00,0000-00-00,0,1163908
1163909,1163909,太地,タイジ,Taiji,太地,다이지,,,,,11639,30,649-5172,和歌山県東牟婁郡太地町大字森浦,135.927536,33.591348,0000-00-00,0000-00-00,0,1163909
1163910,1163910,下里,シモサト,Shimosato,下里,시모사토,,,,,11639,30,649-5142,和歌山県東牟婁郡那智勝浦町大字下里,135.9221,33.582115,0000-00-00,0000-00-00,0,1163910
1163911,1163911,紀伊浦神,キイウラガミ,Kii-Uragami,纪伊浦神,기이우라가미,,,,,11639,30,649-5145,和歌山県東牟婁郡那智勝浦町大字浦神,135.893979,33.560473,0000-00-00,0000-00-00,0,1163911
1163912,1163912,紀伊田原,キイタハラ,Kii-Tahara,纪伊田原,기이타하라,,,,,11639,30,649-4112,和歌山県東牟婁郡串本町田原,135.868132,33.536504,0000-00-00,0000-00-00,0,1163912
1163913,1163913,古座,コザ,Koza,古座,고자,,,,,11639,30,649-4122,和歌山県東牟婁郡串本町西向,135.820882,33.518449,0000-00-00,0000-00-00,0,1163913
1163914,1163914,紀伊姫,キイヒメ,Kii-Hime,纪伊姬,기이히메,,,,,11639,30,649-4125,和歌山県東牟婁郡串本町姫,135.796272,33.497321,0000-00-00,0000-00-00,0,1163914
1163915,1163915,串本,クシモト,Kushimoto,串本,구시모토,,,,,11639,30,649-3503,和歌山県東牟婁郡串本町串本,135.781546,33.47547,0000-00-00,0000-00-00,0,1163915
1163916,1163916,紀伊有田,キイアリタ,Kii-Arita,纪伊有田,기이아리타,,,,,11639,30,649-3514,和歌山県東牟婁郡串本町有田,135.736277,33.490896,0000-00-00,0000-00-00,0,1163916
1163917,1163917,田並,タナミ,Tanami,田并,다나미,,,,,11639,30,649-3515,和歌山県東牟婁郡串本町田並,135.719107,33.488059,0000-00-00,0000-00-00,0,1163917
1163918,1163918,田子,タコ,Tako,田子,다코,,,,,11639,30,649-3523,和歌山県東牟婁郡串本町和深,135.677603,33.490281,0000-00-00,0000-00-00,0,1163918
1163919,1163919,和深,ワブカ,Wabuka,和深,와부카,,,,,11639,30,649-3523,和歌山県東牟婁郡串本町和深,135.654969,33.501171,0000-00-00,0000-00-00,0,1163919
1163920,1163920,江住,エスミ,Esumi,江住,에스미,,,,,11639,30,649-3142,和歌山県西牟婁郡すさみ町江住,135.603286,33.509539,0000-00-00,0000-00-00,0,1163920
1163921,1163921,見老津,ミロヅ,Mirozu,见老津,미로즈,,,,,11639,30,649-3141,和歌山県西牟婁郡すさみ町見老津,135.575611,33.515577,0000-00-00,0000-00-00,0,1163921
1163922,1163922,周参見,スサミ,Susami,周参见,스사미,,,,,11639,30,649-2621,和歌山県西牟婁郡すさみ町周参見,135.495784,33.546837,0000-00-00,0000-00-00,0,1163922
1163923,1163923,紀伊日置,キイヒキ,Kii-Hiki,纪伊日置,기이히키,,,,,11639,30,649-2522,和歌山県西牟婁郡白浜町矢田,135.458122,33.58491,0000-00-00,0000-00-00,0,1163923
1163924,1163924,椿,ツバキ,Tsubaki,椿,쓰바키,,,,,11639,30,649-2326,和歌山県西牟婁郡白浜町椿,135.403877,33.609879,0000-00-00,0000-00-00,0,1163924
1163925,1163925,紀伊富田,キイトンダ,Kii-Tonda,纪伊富田,기이톤다,,,,,11639,30,649-2332,和歌山県西牟婁郡白浜町栄,135.393261,33.652709,0000-00-00,0000-00-00,0,1163925
1163926,1163926,白浜,シラハマ,Shirahama,白滨,시라하마,,,,,11639,30,649-2201,和歌山県西牟婁郡白浜町堅田,135.3874,33.676259,0000-00-00,0000-00-00,0,1163926
1163927,1163927,朝来,アッソ,Asso,朝来,앗소,,,,,11639,30,649-2105,和歌山県西牟婁郡上富田町朝来,135.417581,33.696774,0000-00-00,0000-00-00,0,1163927
1163928,1163928,紀伊新庄,キイシンジョウ,Kii-Shinjō,纪伊新庄,기이신조,,,,,11639,30,646-0011,和歌山県田辺市新庄町,135.402355,33.720993,0000-00-00,0000-00-00,0,1163928
1163929,1163929,紀伊田辺,キイタナベ,Kii-Tanabe,纪伊田边,기이타나베,,,,,11639,30,646-0031,和歌山県田辺市湊塔ノ内,135.383581,33.733619,0000-00-00,0000-00-00,0,1163929
1163930,1163930,芳養,ハヤ,Haya,芳养,하야,,,,,11639,30,646-0056,和歌山県田辺市芳養町,135.355334,33.747323,0000-00-00,0000-00-00,0,1163930
1163931,1163931,南部,ミナベ,Minabe,南部,미나베,,,,,11639,30,645-0002,和歌山県日高郡みなべ町芝,135.324223,33.767597,0000-00-00,0000-00-00,0,1163931
1163932,1163932,岩代,イワシロ,Iwashiro,岩代,이와시로,,,,,11639,30,645-0014,和歌山県日高郡みなべ町西岩代,135.27948,33.780372,0000-00-00,0000-00-00,0,1163932
1163933,1163933,切目,キリメ,Kirime,切目,기리메,,,,,11639,30,649-1527,和歌山県日高郡印南町大字島田,135.241072,33.796798,0000-00-00,0000-00-00,0,1163933
1163934,1163934,印南,イナミ,Inami,印南,이나미,,,,,11639,30,649-1534,和歌山県日高郡印南町大字印南,135.219856,33.818592,0000-00-00,0000-00-00,0,1163934
1163935,1163935,稲原,イナハラ,Inahara,稻原,이나하라,,,,,11639,30,649-1532,和歌山県日高郡印南町大字印南原,135.229774,33.852823,0000-00-00,0000-00-00,0,1163935
1163936,1163936,和佐,ワサ,Wasa,和佐,와사,,,,,11639,30,649-1443,和歌山県日高郡日高川町和佐,135.206709,33.896954,0000-00-00,0000-00-00,0,1163936
1163937,1163937,道成寺,ドウジョウジ,Dōjōji,道成寺,도조지,,,,,11639,30,649-1341,和歌山県御坊市藤田町藤井,135.175811,33.911118,0000-00-00,0000-00-00,0,1163937
1163938,1163938,御坊,ゴボウ,Gobō,御坊,고보,,,,,11639,30,644-0012,和歌山県御坊市湯川町小松原,135.158773,33.907842,0000-00-00,0000-00-00,0,1163938
1163939,1163939,紀伊内原,キイウチハラ,Kii-Uchihara,纪伊内原,기이우치하라,,,,,11639,30,649-1202,和歌山県日高郡日高町大字萩原,135.145177,33.92578,0000-00-00,0000-00-00,0,1163939
1163940,1163940,紀伊由良,キイユラ,Kii-Yura,纪伊由良,기이유라,,,,,11639,30,649-1111,和歌山県日高郡由良町大字里,135.128303,33.969028,0000-00-00,0000-00-00,0,1163940
1163941,1163941,広川ビーチ,ヒロカワビーチ,Hirokawa-beach,广川海滩,히로카와비치,,,,,11639,30,643-0072,和歌山県有田郡広川町大字山本字中川,135.163994,34.012804,0000-00-00,0000-00-00,0,1163941
1163942,1163942,湯浅,ユアサ,Yuasa,汤浅,유아사,,,,,11639,30,643-0004,和歌山県有田郡湯浅町大字湯浅,135.179992,34.03226,0000-00-00,0000-00-00,0,1163942
1163943,1163943,藤並,フジナミ,Fujinami,藤并,후지나미,,,,,11639,30,643-0033,和歌山県有田郡有田川町明王寺,135.197043,34.057807,0000-00-00,0000-00-00,0,1163943
1163944,1163944,紀伊宮原,キイミヤハラ,Kii-Miyahara,纪伊宫原,기이미야하라,,,,,11639,30,649-0435,和歌山県有田市宮原町滝川原,135.169939,34.077928,0000-00-00,0000-00-00,0,1163944
1163945,1163945,箕島,ミノシマ,Minoshima,箕岛,미노시마,,,,,11639,30,649-0304,和歌山県有田市箕島,135.124074,34.086106,0000-00-00,0000-00-00,0,1163945
1163946,1163946,初島,ハツシマ,Hatsushima,初岛,하쓰시마,,,,,11639,30,649-0306,和歌山県有田市初島町浜,135.115525,34.100082,0000-00-00,0000-00-00,0,1163946
1163947,1163947,下津,シモツ,Shimotsu,下津,시모쓰,,,,,11639,30,649-0101,和歌山県海南市下津町下津,135.145524,34.108854,0000-00-00,0000-00-00,0,1163947
1163948,1163948,加茂郷,カモゴウ,Kamogō,加茂乡,가모고,,,,,11639,30,649-0122,和歌山県海南市下津町黒田,135.159963,34.125794,0000-00-00,0000-00-00,0,1163948
1163949,1163949,冷水浦,シミズウラ,Shimizuura,冷水浦,시미즈우라,,,,,11639,30,642-0035,和歌山県海南市冷水,135.193361,34.141864,0000-00-00,0000-00-00,0,1163949
1163950,1163950,海南,カイナン,Kainan,海南,가이난,,,,,11639,30,642-0032,和歌山県海南市名高,135.21443,34.154536,0000-00-00,0000-00-00,0,1163950
1163951,1163951,黒江,クロエ,Kuroe,黑江,구로에,,,,,11639,30,642-0012,和歌山県海南市岡田横山,135.210172,34.170584,0000-00-00,0000-00-00,0,1163951
1163952,1163952,紀三井寺,キミイデラ,Kimiidera,纪三井寺,기미이데라,,,,,11639,30,641-0011,和歌山県和歌山市三葛,135.187594,34.187714,0000-00-00,0000-00-00,0,1163952
1163953,1163953,宮前,ミヤマエ,Miyamae,宫前,미야마에,,,,,11639,30,641-0006,和歌山県和歌山市中島,135.188907,34.213375,0000-00-00,0000-00-00,0,1163953
1163954,1162635,和歌山,ワカヤマ,Wakayama,和歌山,와카야마,,,,,11639,30,640-8331,和歌山県和歌山市美園町,135.191454,34.232436,0000-00-00,0000-00-00,0,1163954
1164001,1162635,和歌山,ワカヤマ,Wakayama,和歌山,와카야마,,,,,11640,30,640-8331,和歌山県和歌山市美園町,135.191454,34.232436,0000-00-00,0000-00-00,0,1164001
1164002,1164002,紀和,キワ,Kiwa,纪和,기와,,,,,11640,30,640-8392,和歌山県和歌山市中之島,135.181451,34.241966,0000-00-00,0000-00-00,0,1164002
1164003,1164003,和歌山市,ワカヤマシ,Wakayamashi,和歌山市,와카야마시,,,,,11640,30,640-8203,和歌山県和歌山市東蔵前丁,135.166731,34.236717,0000-00-00,0000-00-00,0,1164003
1164109,1160213,新大阪,シンオオサカ,Shin-Ōsaka,新大阪,신오사카,01,,,,11641,27,532-0011,大阪府大阪市淀川区西中島五丁目16-1,135.500109,34.73348,0000-00-00,0000-00-00,0,1164101
1164110,1164110,南吹田,ミナミスイタ,Minami-Suita,南吹田,미나미스이타,03,,,,11641,27,564-0043,大阪府吹田市南吹田2丁目3-50,135.51125,34.749444,2019-03-16,0000-00-00,0,1164102
1164111,3400322,ＪＲ淡路,ジェイアールアワジ,JR-Awaji,JR淡路,JR 아와지,04,,,,11641,27,533-0022,大阪府大阪市東淀川区菅原5丁目11-14,135.519861,34.740694,2019-03-16,0000-00-00,0,1164103
1164112,1164112,城北公園通,シロキタコウエンドオリ,Shirokitakōendōri,城北公园通,시로키타코엔도리,05,,,,11641,27,535-0005,大阪府大阪市旭区赤川1丁目1-3,135.530694,34.723472,2019-03-16,0000-00-00,0,1164104
1164113,3300136,JR野江,ジェイアールノエ,JR-Noe,JR野江,JR 노에,06,,,,11641,27,536-0006,大阪府大阪市城東区野江3丁目29-22,135.541389,34.706944,2019-03-16,0000-00-00,0,1164105
1164114,1161723,鴫野,シギノ,Shigino,鴫野,시기노,07,,,,11641,27,536-0014,大阪府大阪市城東区鴫野西五丁目2-20,135.544995,34.692769,1933-09-01,0000-00-00,0,1164106
1164101,1161722,放出,ハナテン,Hanaten,放出,하나텐,08,,,,11641,27,538-0044,大阪府大阪市鶴見区放出東３,135.563296,34.688103,0000-00-00,0000-00-00,0,1164107
1164102,1164102,高井田中央,タカイダチュウオウ,Takaida-Chūō,高井田中央,다카이다추오,09,,,,11641,27,577-0063,大阪府東大阪市川俣１丁目,135.572362,34.678764,0000-00-00,0000-00-00,0,1164108
1164103,1164103,ＪＲ河内永和,ジェイアールカワチエイワ,JR-Kawachi-Eiwa,JR河内永和,JR 가와치에이와,10,,,,11641,27,577-0809,大阪府東大阪市永和一丁目1-21,135.572255,34.664717,0000-00-00,0000-00-00,0,1164109
1164104,1164104,ＪＲ俊徳道,ジェイアールシュントクミチ,JR-Shuntokumichi,JR俊德道,JR 슌토쿠미치,11,,,,11641,27,577-0809,大阪府東大阪市永和一丁目24-15,135.572421,34.658372,0000-00-00,0000-00-00,0,1164110
1164105,1164105,ＪＲ長瀬,ジェイアールナガセ,JR-Nagase,JR长濑,JR 나가세,12,,,,11641,27,577-0832,大阪府東大阪市長瀬町三丁目8-41,135.570168,34.649516,0000-00-00,0000-00-00,0,1164111
1164108,1164108,衣摺加美北,キズリカミキタ,Kizuri-Kamikita,衣折加美北,기즈리카미키타,13,,,,11641,27,577-0827,大阪府東大阪市衣摺6丁目11番13号,135.567028,34.638333,2018-03-17,0000-00-00,0,1164112
1164106,1160716,新加美,シンカミ,Shinkami,新加美,신카미,14,,,,11641,27,547-0002,大阪府大阪市平野区加美東４丁目,135.568588,34.626861,0000-00-00,0000-00-00,0,1164113
1164107,1160715,久宝寺,キュウホウジ,Kyūhōji,久宝寺,규호지,15,,,,11641,27,581-0065,大阪府八尾市大字亀井町,135.583988,34.622558,0000-00-00,0000-00-00,0,1164114
1170101,1161642,米子,ヨナゴ,Yonago,米子,요나고,,,,,11701,31,683-0036,鳥取県米子市弥生町,133.33657,35.42327,0000-00-00,0000-00-00,0,1170101
1170102,1170102,安来,ヤスギ,Yasugi,安来,야스기,,,,,11701,32,692-0011,島根県安来市安来町,133.259279,35.427995,0000-00-00,0000-00-00,0,1170102
1170103,1170103,荒島,アラシマ,Arashima,荒岛,아라시마,,,,,11701,32,692-0007,島根県安来市荒島町小山廻,133.207432,35.431817,0000-00-00,0000-00-00,0,1170103
