line_cd,company_cd,line_name,line_name_k,line_name_h,line_name_r,line_name_zh,line_name_ko,line_color_c,line_color_t,line_type,line_symbol_primary,line_symbol_secondary,line_symbol_extra,line_symbol_primary_color,line_symbol_secondary_color,line_symbol_extra_color,line_symbol_primary_shape,line_symbol_secondary_shape,line_symbol_extra_shape,lon,lat,zoom,e_status,e_sort
11405,4,北陸本線(富山～直江津),ホクリクホンセン,北陸本線(富山～直江津),Hokuriku Main Line(Toyama to Naoetsu),北陆本线,호쿠리쿠 본선,FFD400,黄,2,,,,,,,,,,137.7185006,37.01500893,9,2,11405
11406,2,白新線,ハクシンセン,白新線,Hakushin Line,白新线,하쿠신선,F387B7,ピンク,2,,,,,,,,,,139.1904713,37.92400721,11,0,11406
11407,2,飯山線,イイヤマセン,飯山線,Iiyama Line,饭山线,이야마선,7BC24B,黄緑,2,,,,,,,,,,138.5417323,36.98446011,10,0,11407
11408,2,越後線,エチゴセン,越後線,Echigo Line,越后线,에치고선,40934D,グリーン,2,,,,,,,,,,138.8340003,37.62674857,10,0,11408
11409,2,北アルプス線,キタアルプスセン,大糸線,Kita Alps Line,大糸线,오이토선,9370DB,パープル,2,,,,,,,,,,137.8735087,36.67612787,9,0,11409
11410,2,弥彦線,ヤヒコセン,弥彦線,Yahiko Line,弥彦线,야히코선,922790,パープル,2,,,,,,,,,,138.9044353,37.67331836,12,0,11410
11411,3,中央本線(名古屋～塩尻),チュウオウホンセン,中央本線(名古屋～塩尻),Chuo Main Line(Nagoya to Shiojiri),中央本线,주오 본선,170063,紺,2,CF,,,,,,HALF_SQUARE_WITHOUT_ROUND,,,137.468492,35.6624711,9,0,11411
11412,2,篠ノ井線,シノノイセン,篠ノ井線,Shinonoi Line,篠之井线,시노노이선,F15A22,オレンジ,2,,,,,,,,,,138.0172774,36.38422475,10,0,11412
11413,3,飯田線(豊橋～天竜峡),イイダセン,飯田線(豊橋～天竜峡),Iida Line(Toyohashi to Tenryukyo),饭田线,이다선,386692,青,2,CD,,,,,,HALF_SQUARE_WITHOUT_ROUND,,,137.6689494,35.12564791,10,0,11413
11414,3,飯田線(天竜峡～辰野),イイダセン,飯田線(天竜峡～辰野),Iida Line(Tenryukyo to Tatsuno),饭田线,이다선,386692,青,2,CD,,,,,,HALF_SQUARE_WITHOUT_ROUND,,,137.8986353,35.75990218,10,0,11414
11415,4,北陸本線(米原～金沢),ホクリクホンセン,北陸本線(米原～金沢),Hokuriku Main Line(Maibara to Kanazawa),北陆本线,호쿠리쿠 본선,D60000,赤,2,A,B,,0072BC,00ACD1,,REVERSED_SQUARE_WEST,REVERSED_SQUARE_WEST,,136.4425104,36.33393306,8,0,11415
11416,3,高山本線,タカヤマホンセン,高山本線,Takayama Main Line,高山本线,다카야마 본선,9C1618,臙脂,2,CG,,,,,,HALF_SQUARE_WITHOUT_ROUND,,,137.1437387,36.03506978,9,0,11416
11417,4,城端線,ジョウハナセン,城端線,Johana Line,城端线,조하나선,846AA8,紫,2,,,,,,,,,,136.9630801,36.64686113,11,0,11417
11418,4,氷見線,ヒミセン,氷見線,Himi Line,冰见线,히미선,A646A6,紫,2,,,,,,,,,,137.016787,36.80602651,12,0,11418
11419,4,七尾線,ナナオセン,七尾線,Nanao Line,七尾线,나나오선,1DA5BD,水色,2,,,,,,,,,,136.7916271,36.8807224,10,0,11419
11420,4,敦賀港線,ツルガコウセン,北陸本線(敦賀～敦賀港),Tsurugaminato Line,敦贺港线,츠루가미나토선,FFCC00,黄,2,,,,,,,,,,136.0755333,35.65634921,14,2,11420
11421,4,九頭竜線,クズリュウセン,越美北線,Kuzuryu Line,九头龙线,구즈류선,3C9922,緑,2,,,,,,,,,,136.4413114,35.99858409,10,0,11421
11422,4,小浜線,オバマセン,小浜線,Obama Line,小滨线,오바마선,0072BC,青,2,,,,,,,,,,135.7418184,35.53015548,10,0,11422
11501,3,東海道本線(熱海～浜松),トウカイドウホンセン,東海道本線(熱海～浜松),Tokaido Main Line(Atami to Hamamatsu),东海道本线,도카이도 본선,EE8125,オレンジ,2,CA,,,EE8125,,,HALF_SQUARE_WITHOUT_ROUND,,,138.3888098,34.94909732,9,0,11501
11502,3,東海道本線(浜松～岐阜),トウカイドウホンセン,東海道本線(浜松～岐阜),Tokaido Main Line(Hamamatsu to Gifu),东海道本线,도카이도 본선,EE8125,オレンジ,2,CA,,,EE8126,,,HALF_SQUARE_WITHOUT_ROUND,,,137.129185,35.04642183,9,0,11502
11503,3,東海道本線(岐阜～美濃赤坂・米原),トウカイドウホンセン,東海道本線(岐阜～美濃赤坂・米原),Tokaido Main Line(Gifu to Mino-Akasaka/Maibara),东海道本线,도카이도 본선,EE8125,オレンジ,2,CA,,,EE8127,,,HALF_SQUARE_WITHOUT_ROUND,,,136.5281548,35.36362897,10,0,11503
11504,2,伊東線,イトウセン,伊東線,Ito Line,伊东线,이토선,F68B1E,オレンジ,2,JT,,,F68B1E,,,SQUARE,,,139.0696551,35.04759233,12,0,11504
11505,3,御殿場線,ゴテンバセン,御殿場線,Gotemba Line,御殿场线,고텐바선,50992D,緑,2,CB,,,50992D,,,HALF_SQUARE_WITHOUT_ROUND,,,139.0331425,35.22246077,11,0,11505
11506,3,武豊線,タケトヨセン,武豊線,Taketoyo Line,武丰线,다케토요선,7F7663,グレー,2,CE,,,7F7663,,,HALF_SQUARE_WITHOUT_ROUND,,,136.9586884,34.93257927,12,0,11506
11507,3,太多線,タイタセン,太多線,Taita Line,太多线,다이타선,BCB3AA,シルバー,2,CI,,,BCB3AA,,,HALF_SQUARE_WITHOUT_ROUND,,,137.0625923,35.39115836,12,0,11507
11508,3,関西本線(名古屋～亀山),カンサイホンセン,関西本線(名古屋～亀山),Kansai Main Line(Nagoya to Kameyama),关西本线,간사이 본선,50992D,緑,2,CJ,,,50992D,,,HALF_SQUARE_WITHOUT_ROUND,,,136.6393149,35.03333933,10,0,11508
11509,4,関西本線(亀山～加茂),カンサイホンセン,関西本線(亀山～加茂),Kansai Main Line(Kameyama to Kamo),关西本线,간사이 본선,50992D,緑,2,,,,,,,,,,136.1749894,34.80143442,10,0,11509
11510,3,紀勢本線,キセイホンセン,紀勢本線,Kisei Main Line,纪势本线,기세이 본선,F80039,赤,2,,,,,,,,,,136.2872619,34.32154395,9,0,11510
11511,4,草津線,クサツセン,草津線,Kusatsu Line,草津线,구사쓰선,CBCF10,黄緑,2,C,,,CBCF10,,,,,,136.1045246,34.96458574,11,0,11511
11512,3,参宮線,サングウセン,参宮線,Sangu Line,参宫线,산구선,4D2E8C,紫,2,,,,,,,,,,136.6987801,34.495826,11,0,11512
11513,3,名松線,メイショウセン,名松線,Meisho Line,名松线,메이쇼선,E9E343,黄色,2,,,,,,,,,,136.3881753,34.60028532,11,0,11513
11601,4,琵琶湖線,ビワコセン,東海道本線(米原～京都),Biwako Line,琵琶湖线,비와코선,0072BC,青,2,A,,,0072BC,,,REVERSED_SQUARE_WEST,,,136.0951369,35.11930883,10,0,11601
11602,4,JR京都線,キョウトセン,東海道本線(京都～大阪),JR Kyoto Line,JR京都线,JR 교토선,0072BC,青,2,A,,,0072BC,,,REVERSED_SQUARE_WEST,,,135.495188,34.702398,11,0,11602
11603,4,JR神戸線(大阪～神戸),コウベセン,東海道本線(大阪～神戸),JR Kobe Line(Osaka to Kobe),JR神户线,JR 고베선,0072BC,青,2,A,,,0072BC,,,REVERSED_SQUARE_WEST,,,135.3347285,34.72876179,11,0,11603
11605,4,湖西線,コセイセン,湖西線,Kosei Line,湖西线,고세이선,576290,紺,2,B,,,00ACD1,,,REVERSED_SQUARE_WEST,,,135.9648814,35.24644583,10,0,11605
11607,4,大和路線,ヤマトジセン,関西本線(加茂～ＪＲ難波),Yamatoji Line,大和路线,야마토지선,009933,緑,2,Q,,,009933,,,REVERSED_SQUARE_WEST,,,135.6774159,34.65043379,11,0,11607
11608,4,JR神戸線(神戸～姫路),コウベセン,山陽本線(神戸～姫路),JR Kobe Line(Kobe to Himeji),JR神户线,JR 고베선,009966,常磐緑,2,A,,,0072BC,,,REVERSED_SQUARE_WEST,,,134.9283387,34.71997139,10,0,11608
11609,4,山陽本線(姫路～岡山),サンヨウホンセン,山陽本線(姫路～岡山),San’yo Main Line(Himeji to Okayama),山阳本线,산요 본선,009966,常磐緑,2,S,,,,,,REVERSED_SQUARE_WEST,,,134.2462107,34.81352156,10,0,11609
11610,4,山陽本線(岡山～三原),サンヨウホンセン,山陽本線(岡山～三原),San’yo Main Line(Okayama to Mihara),山阳本线,산요 본선,009966,常磐緑,2,W,X,,,,,REVERSED_SQUARE_WEST,REVERSED_SQUARE_WEST,,133.5637577,34.5230414,10,0,11610
11611,4,山陽本線(三原～岩国),サンヨウホンセン,山陽本線(三原～岩国),San’yo Main Line(Mihara to Iwakuni),山阳本线,산요 본선,0072BC,青,2,G,R,,,,,REVERSED_SQUARE_WEST,REVERSED_SQUARE_WEST,,132.5497997,34.3865014,10,0,11611
11612,4,山陽本線(岩国～門司),サンヨウホンセン,山陽本線(岩国～門司),San'yo Main Line(Iwakuni to Moji),山阳本线,산요 본선,0072BC,青,2,,,,,,,,,,131.6063428,34.07166445,9,0,11612
11613,4,山陽本線(兵庫～和田岬),サンヨウホンセン,山陽本線(兵庫～和田岬),San’yo Main Line(Hyogo to Wadamisaki),山阳本线,산요 본선,0072BC,青,2,,,,,,,,,,135.167942,34.66577552,14,0,11613
11614,4,嵯峨野線,サガノセン,山陰本線(京都～園部),Sagano Line,嵯峨野线,사가노선,9370DB,紫,2,E,,,9370DB,,,REVERSED_SQUARE_WEST,,,135.6041557,35.05307104,11,0,11614
11615,4,山陰本線(園部～豊岡),サンインホンセン,山陰本線(園部～豊岡),San'in Main Line(Sonobe to Toyooka),山阴本线,산인 본선,669933,抹茶,2,E,,,669933,,,REVERSED_SQUARE_WEST,,,135.0886844,35.32609457,10,0,11615
11616,4,山陰本線(豊岡～米子),サンインホンセン,山陰本線(豊岡～米子),San’in Main Line(Toyooka to Yonago),山阴本线,산인 본선,669933,抹茶,2,A,,,669933,,,REVERSED_SQUARE_WEST,,,134.0209022,35.5218286,9,0,11616
11617,4,学研都市線,ガッケントシセン,片町線,Gakkentoshi Line,学研都市线,갓켄토시선,9ACD32,黄緑,2,H,,,FF1493,,,REVERSED_SQUARE_WEST,,,135.6901646,34.7599984,11,0,11617
11618,4,奈良線,ナラセン,奈良線,Nara Line,奈良线,나라선,A52A2A,茶,2,D,,,A52A2A,,,REVERSED_SQUARE_WEST,,,135.7864342,34.83402323,11,0,11618
11622,4,舞鶴線,マイヅルセン,舞鶴線,Maizuru Line,舞鹤线,마이즈루선,7BA1C5,水色,2,L,,,7BA1C5,,,REVERSED_SQUARE_WEST,,,135.2793138,35.36774424,11,0,11622
11623,4,大阪環状線,オオサカカンジョウセン,大阪環状線,Osaka Loop Line,大阪环状线,오사카 순환선,FF0000,赤,2,O,,,FF0000,,,REVERSED_SQUARE_WEST,,,135.5021892,34.68154143,13,0,11623
11624,4,JRゆめ咲線,ユメサキセン,桜島線,JR Yumesaki Line,JR梦咲线,JR 유메사키선,0A318E,紺,2,P,,,0A318E,,,REVERSED_SQUARE_WEST,,,135.4474452,34.67404443,13,0,11624
11625,4,JR東西線,トウザイセン,JR東西線,JR Tozai Line,JR东西线,JR 도자이선,FF1493,桜桃,2,H,,,FF1493,,,REVERSED_SQUARE_WEST,,,135.4729665,34.70792548,13,0,11625
11626,4,阪和線(天王寺～和歌山),ハンワセン,阪和線(天王寺～和歌山),Hanwa Line(Tennoji to Wakayama),阪和线,한와선,FF6600,オレンジ,2,R,,,ff9600,,,REVERSED_SQUARE_WEST_DARK_TEXT,,,135.4011938,34.46154098,10,0,11626
11627,4,羽衣線,ハゴロモセン,阪和線(鳳～東羽衣),Hagoromo Line,羽衣线,하고로모선,FF6600,オレンジ,2,,,,,,,,,,135.4495774,34.53405857,14,0,11627
11628,4,関西空港線,カンサイクウコウセン,関西空港線,Kansai Airport Line,关西机场线,간사이 공항선,0000FF,青,2,S,,,0000FF,,,REVERSED_SQUARE_WEST,,,135.2888684,34.415185,12,0,11628
11629,4,JR宝塚線,タカラヅカセン,福知山線(新大阪～篠山口),JR Takarazuka Line,JR宝冢线,JR 다카라즈카선,FFCC00,黄,2,G,A,,FFBA00,0072BC,,REVERSED_SQUARE_WEST_DARK_TEXT,REVERSED_SQUARE_WEST,,135.3444349,34.8698929,10,0,11629
11630,4,福知山線(篠山口～福知山),フクチヤマセン,福知山線(篠山口～福知山),Fukuchiyama Line(Sasayamaguchi to Fukuchiyama),福知山线,후쿠치야마선 ,FFCC00,黄,2,G,,,FFBA00,,,REVERSED_SQUARE_WEST_DARK_TEXT,,,135.105576,35.16077077,11,0,11630
11631,4,赤穂線,アコウセン,赤穂線,Ako Line,赤穗线,아코선,F16369,黄,2,N,A,,F16369,0072BC,,REVERSED_SQUARE_WEST,REVERSED_SQUARE_WEST,,134.1974932,34.74727448,10,0,11631
11632,4,加古川線,カコガワセン,加古川線,Kakogawa Line,加古川线,가코가와선,3CB371,青緑,2,I,,,3CB371,,,REVERSED_SQUARE_WEST,,,134.9525226,34.9370801,11,0,11632
11633,4,姫新線(姫路～佐用),キシンセン,姫新線(姫路～佐用),Kishin Line(Himeji to Sayo),姬新线,기신선,FF4500,朱,2,K,,,FF4500,,,REVERSED_SQUARE_WEST,,,134.5265431,34.9258616,11,0,11633
11634,4,姫新線(佐用～新見),キシンセン,姫新線(佐用～新見),Kishin Line(Himeji to Nimi),姬新线,기신선,800080,紫,2,K,,,800080,,,REVERSED_SQUARE_WEST,,,133.8805395,35.0502408,10,0,11634
11635,4,播但線,バンタンセン,播但線,Bantan Line,播但线,반탄선,A52A2A,茶,2,J,,,A52A2A,,,REVERSED_SQUARE_WEST,,,134.7640542,35.11319296,10,0,11635
11636,4,和歌山線,ワカヤマセン,和歌山線,Wakayama Line,和歌山线,와카야마선,192375,紺,2,T,,,192375,,,REVERSED_SQUARE_WEST,,,135.5570816,34.36363683,10,0,11636
11637,4,万葉まほろば線,マンヨウマホロバセン,桜井線,Manyo Mahoroba Line,万叶Mahoroba线,사쿠라이선,EC64AB,ピンク,2,U,,,EC64AB,,,REVERSED_SQUARE_WEST,,,135.8007123,34.58068955,12,0,11637
11639,4,きのくに線,キノクニセン,紀勢本線(新宮～和歌山),Kinokuni Line,纪国线,기노쿠니선,FE8525,オレンジ,2,W,,,FE8525,,,REVERSED_SQUARE_WEST,,,135.4271755,33.83183628,9,0,11639
11640,4,紀勢本線(和歌山～和歌山市),キセイホンセン,紀勢本線(和歌山～和歌山市),Kisei Main Line(Wakayama to Wakayamashi),纪势本线,기세이 본선,192375,紺,2,,,,,,,,,,135.1783337,34.23803307,14,0,11640
11641,4,おおさか東線,オオサカヒガシセン,おおさか東線,Osaka Higashi Line,大阪东线,오사카히가시선,347293,ブルーグレー,2,F,,,347293,,,REVERSED_SQUARE_WEST,,,135.5742715,34.65696791,13,0,11641
11701,4,山陰本線(米子～益田),サンインホンセン,山陰本線(米子～益田),San’in Main Line(Yonago to Masuda),山阴本线,산인 본선,BAE541,黄緑,2,,,,,,,,,,132.5610675,35.20731024,9,0,11701
11702,4,山陰本線(益田～下関),サンインホンセン,山陰本線(益田～下関),San’in Main Line(Masuda to Shimonoseki),山阴本线,산인 본선,BAE541,黄緑,2,,,,,,,,,,131.2726666,34.35940661,9,0,11702
11703,4,伯備線,ハクビセン,伯備線,Hakubi Line,伯备线,하쿠비선,FF4500,朱,2,,,,,,,,,,133.495623,35.05328908,9,0,11703
11704,4,因美線,インビセン,因美線,Inbi Line,因美线,인비선,000080,藍,2,B,,,000080,,,REVERSED_SQUARE_WEST,,,134.1500156,35.26468997,10,0,11704
11705,4,境線,サカイセン,境線,Sakai Line,境线,사카이선,00FFFF,水色,2,C,,,00FFFF,,,REVERSED_SQUARE_WEST,,,133.2625398,35.48805798,12,0,11705
11706,4,木次線,キスキセン,木次線,Kisuki Line,木次线,기스키선,339966,緑,2,E,,,339966,,,REVERSED_SQUARE_WEST,,,133.0214796,35.19925146,11,0,11706
11707,4,三江線,サンコウセン,三江線,Sanko Line,三江线,산코선,C9090B,赤,2,,,,,,,,,,132.5629828,34.94301166,10,2,11707
11708,4,山口線,ヤマグチセン,山口線,Yamaguchi Line,山口线,야마구치선,FF6600,オレンジ,2,,,,,,,,,,131.4734848,34.34664277,10,0,11708
11709,4,宇野線,ウノセン,宇野線,Uno Line,宇野线,우노선,3333CC,青,2,,,,,,,,,,133.9131994,34.57584113,12,0,11709
11710,4,瀬戸大橋線,セトオオハシセン,本四備讃線,Seto-Ohashi Line,濑户大桥线,세토오하시선,3333CC,青,2,M,Y,,0072BC,FBAF18,,REVERSED_SQUARE_WEST,ROUND,,133.80944,34.45427589,11,0,11710
11713,4,吉備線,キビセン,吉備線,Kibi Line,吉备线,기비선,FFA500,オレンジ,2,,,,,,,,,,133.8272676,34.68115607,12,0,11713
11714,4,芸備線,ゲイビセン,芸備線,Geibi Line,艺备线,게이비선,00CED1,ターコイズブルー,2,P,,,00CED1,,,REVERSED_SQUARE_WEST,,,132.9216429,34.77393016,9,0,11714
11715,4,津山線,ツヤマセン,津山線,Tsuyama Line,津山线,쓰야마선,FF69B4,ピンク,2,T,,,FF69B4,,,REVERSED_SQUARE_WEST,,,133.9227023,34.89119811,10,0,11715
11716,4,呉線,クレセン,呉線,Kure Line,吴线,구레선,33C033,ライムグリーン,2,Y,,,33C033,,,REVERSED_SQUARE_WEST,,,132.7797393,34.38727696,10,0,11716
11717,4,可部線,カベセン,可部線,Kabe Line,可部线,가베선,A020F0,紫,2,B,,,A020F0,,,REVERSED_SQUARE_WEST,,,132.4778146,34.45822254,12,0,11717
11720,4,福塩線,フクエンセン,福塩線,Fukuen Line,福盐线,후쿠엔선,FF1493,桜桃,2,Z,,,FF1493,,,REVERSED_SQUARE_WEST,,,133.1297841,34.63826629,10,0,11720
11721,4,宇部線,ウベセン,宇部線,Ube Line,宇部线,우베선,990066,赤紫,2,,,,,,,,,,131.3026758,34.01935295,11,0,11721
11722,4,美祢線,ミネセン,美祢線,Mine Line,美祢线,미네선,CC0066,濃いピンク,2,,,,,,,,,,131.1806931,34.23328102,11,0,11722
11723,4,小野田線,オノダセン,小野田線,Onoda Line,小野田线,오노다선,666699,ブルーグレー,2,,,,,,,,,,131.1936861,33.97855545,12,0,11723
11724,4,岩徳線,ガントクセン,岩徳線,Gantoku Line,岩德线,간토쿠선,008056,緑青,2,,,,,,,,,,132.0569761,34.09347763,11,0,11724
11801,5,土讃線,ドサンセン,土讃線,Dosan Line,土赞线,도산선,E25885,ピンク,2,D,K,,DC4586,DC4586,,ROUND,ROUND,,133.5702573,33.76640013,9,0,11801
11802,5,高徳線,コウトクセン,高徳線,Kotoku Line,高德线,고토쿠선,99CC00,黄緑,2,T,,,87CA3B,,,ROUND,,,134.310584,34.24954113,10,0,11802
11803,5,よしの川ブルーライン,ヨシノガワブルーライン,徳島線,Yoshinogawa Blue Line,德岛线,도쿠시마선,008080,藍,2,B,,,366481,,,ROUND,,,134.1518085,34.04872233,10,0,11803
11804,5,牟岐線,ムギセン,牟岐線,Mugi Line,牟岐线,무기선,00FFFF,水色,2,M,,,2EBDB1,,,ROUND,,,134.5084229,33.83996475,10,0,11804
11805,5,鳴門線,ナルトセン,鳴門線,Naruto Line,鸣门线,나루토선,993366,赤紫,2,N,,,881F61,,,ROUND,,,134.5684284,34.16377798,13,0,11805
11806,5,予讃線,ヨサンセン,予讃線,Yosan Line,予赞线,요산선,FF9900,オレンジ,2,Y,,,F5AC13,,,ROUND,,,133.3626593,34.19299177,9,0,11806
11807,5,予讃・内子線,ヨサン・ウチコセン,予讃・内子線,Yosan/Uchiko Line,予赞・内子线,요산선・우치코선,FF9900,オレンジ,2,U,S,,F5AC13,9AA7D7,,ROUND,ROUND,,132.5895168,33.55703537,10,0,11807
11808,5,しまんとグリーンライン,シマントグリーンライン,予土線,Shimanto Green Line,予土线,요도선,339966,緑,2,G,,,339966,,,ROUND,,,132.8223845,33.23287192,10,0,11808
11901,4,博多南線,ハカタミナミセン,博多南線,Hakata-Minami Line,博多南线,하카타미나미선,22B04F,緑,2,,,,,,,,,,130.4288095,33.56485012,12,0,11901
11902,6,鹿児島本線(下関・門司港～博多),カゴシマホンセン,鹿児島本線(下関・門司港～博多),Kagoshima Main Line(Shimonoseki/Mojiko to Hakata),鹿儿岛本线,가고시마 본선,E24148,赤,2,JA,,,E24148,,,HALF_SQUARE,,,130.6285375,33.83670542,10,0,11902
11903,6,鹿児島本線(博多～八代),カゴシマホンセン,鹿児島本線(博多～八代),Kagoshima Main Line(Hakata to Yatsushiro),鹿儿岛本线,가고시마 본선,E24148,赤,2,JB,,,E24148,,,HALF_SQUARE,,,130.5063075,33.09244602,9,0,11903
11904,6,鹿児島本線(川内～鹿児島),カゴシマホンセン,鹿児島本線(川内～鹿児島),Kagoshima Main Line(Kawauchi to Kagoshima),鹿儿岛本线,가고시마 본선,E24148,赤,2,,,,,,,,,,130.363502,31.65334826,10,0,11904
11905,6,長崎本線(鳥栖～長崎),ナガサキホンセン,長崎本線(鳥栖～長崎),Nagasaki Main Line(Tosu to Nagasaki),长崎本线,나가사키 본선,E6B040,オレンジ,2,JH,,,E6B040,,,HALF_SQUARE_DARK_TEXT,,,130.1521506,33.12136017,10,0,11905
11906,6,日豊本線(門司港～佐伯),ニッポウホンセン,日豊本線(門司港～佐伯),Nippo Main Line(Mojiko to Saiki),日丰本线,닛포 본선,4ABACD,水色,2,JF,,,4ABACD,,,HALF_SQUARE,,,131.3035516,33.55493531,9,0,11906
11907,6,日豊本線(佐伯～鹿児島中央),ニッポウホンセン,日豊本線(佐伯～鹿児島中央),Nippo Main Line(Saiki to Kagoshima-Chuo),日丰本线,닛포 본선,4ABACD,水色,2,,,,,,,,,,131.447211,32.21697834,8,0,11907
11908,6,福北ゆたか線,フクホクユタカセン,篠栗線,Fukuhoku Yutaka Line,福北丰线,후쿠호쿠유타카선,FAAF18,オレンジ,2,JC,,,FAAF18,,,HALF_SQUARE_DARK_TEXT,,,130.5327032,33.61990987,11,0,11908
11909,6,筑肥線(姪浜～西唐津),チクヒセン,筑肥線(姪浜～西唐津),Chikuhi Line(Meinohama to Nishi-Karatsu),筑肥线,지쿠히선,8F3E97,赤,2,JK,,,8F3E97,,,HALF_SQUARE,,,130.1294128,33.51164937,11,0,11909
11910,6,若松線,チクホウセン,筑豊本線(若松～折尾),Wakamatsu Line,若松线,와카마쓰선,88878C,グレー,2,JE,,,88878C,,,HALF_SQUARE,,,130.7521278,33.88822023,12,0,11910
11911,6,福北ゆたか線(折尾～桂川),フクホクユタカセン,筑豊本線(折尾～桂川),Fukuhoku Yutaka Line(Orio to Keisen),福北丰线,후쿠호쿠유타카선,FAAF18,オレンジ,2,JC,,,FAAF18,,,HALF_SQUARE_DARK_TEXT,,,130.7061142,33.73450091,11,0,11911
11912,6,原田線,ハルダセン,筑豊本線(桂川～原田),Haruda Line,原田线,하루다선,4F439A,紺,2,JG,,,4F439A,,,HALF_SQUARE,,,130.6091322,33.5241644,12,0,11912
11913,6,ゆふ高原線,ユフコウゲンセン,久大本線,Yufu Kogen Line,由布高原线,유후 고원선,D78CAC,ピンク,2,,,,,,,,,,131.0359949,33.2620623,9,0,11913
11914,6,日田彦山線,ヒタヒコサンセン,日田彦山線,Hitahikosan Line,日田彦山线,히타히코산선,3350A0,紺,2,JI,,,,,,HALF_SQUARE,,,130.8729992,33.5869026,10,0,11914
11915,6,後藤寺線,ゴトウジセン,後藤寺線,Gotoji Line,后藤寺线,고토지선,B66F2E,茶,2,JJ,,,,,,HALF_SQUARE,,,130.7431474,33.63894268,12,0,11915
11916,6,海の中道線,ウミノナカミチセン,香椎線(西戸崎～香椎),Uminonakamichi Line,海之中道线,가시선,3A268F,紫,2,,,,,,,,,,130.4041931,33.67670942,12,0,11916
11917,6,香椎線(香椎～宇美),カシイセン,香椎線(香椎～宇美),Kashii Line(Kashii to Umi),香椎线,가시선,3A268F,紫,2,JD,,,,,,HALF_SQUARE,,,130.4729008,33.61956046,12,0,11917
11918,6,佐世保線,サセボセン,佐世保線,Sasebo Line,佐世保线,사세보선,2EA87A,緑,2,,,,,,,,,,129.9399703,33.18811566,11,0,11918
11920,6,筑肥線(西唐津～伊万里),チクヒセン,筑肥線(西唐津～伊万里),Chikuhi Line(Nishi-Karatsu to Imari),筑肥线,지쿠히선,8F3E97,青,2,,,,,,,,,,129.9397357,33.37129522,11,0,11920
11921,6,唐津線,カラツセン,唐津線,Karatsu Line,唐津线,가라쓰선,8F5499,紫,2,,,,,,,,,,130.0774047,33.3354427,11,0,11921
11922,6,大村線,オオムラセン,大村線,Omura Line,大村线,오무라선,BAD64C,黄緑,2,,,,,,,,,,129.9214241,33.00169785,11,0,11922
11923,6,阿蘇高原線,アソコウゲンセン,豊肥本線,Aso Kogen Line,阿苏高原线,아소코겐선,F09075,ピンク,2,,,,,,,,,,131.2621302,33.01712664,9,0,11923
11924,6,三角線（あまくさみすみ線）,アマクサミスミセン,三角線,Misumi Line(Amakusamisumi Line),三角线,미스미선,0095d9,エメラルド,2,,,,,,,,,,130.5892981,32.6914496,11,0,11924
11925,6,えびの高原線(八代～吉松),エビノコウゲンセン,肥薩線(八代～吉松),Ebino Kogen Line(Yatsushiro to Yoshimatsu),虾野高原线,에비노고원선,742624,チョコ,2,,,,,,,,,,130.6833119,32.28699732,10,0,11925
