id,station_cd,type_cd,line_group_cd,pass,#メモ
0,100201,1,1,0,東京
0,100202,1,1,0,品川
0,100203,1,1,0,新横浜
0,100204,1,1,1,小田原
0,100205,1,1,1,熱海
0,100206,1,1,1,三島
0,100207,1,1,1,新富士
0,100208,1,1,1,静岡
0,100209,1,1,1,掛川
0,100210,1,1,1,浜松
0,100211,1,1,1,豊橋
0,100212,1,1,1,三河安城
0,100213,1,1,0,名古屋
0,100214,1,1,1,岐阜羽島
0,100215,1,1,1,米原
0,100216,1,1,0,京都
0,100217,1,1,0,新大阪
0,100301,1,1,0,新大阪
0,100302,1,1,0,新神戸
0,100303,1,1,2,西明石
0,100304,1,1,2,姫路
0,100305,1,1,1,相生
0,100306,1,1,0,岡山
0,100307,1,1,1,新倉敷
0,100308,1,1,2,福山
0,100309,1,1,1,新尾道
0,100310,1,1,1,三原
0,100311,1,1,1,東広島
0,100312,1,1,0,広島
0,100313,1,1,1,新岩国
0,100314,1,1,2,徳山
0,100315,1,1,2,新山口
0,100316,1,1,1,厚狭
0,100317,1,1,1,新下関
0,100318,1,1,0,小倉
0,100319,1,1,0,博多
0,100201,2,2,0,東京
0,100202,2,2,0,品川
0,100203,2,2,0,新横浜
0,100204,2,2,2,小田原
0,100205,2,2,2,熱海
0,100206,2,2,2,三島
0,100207,2,2,1,新富士
0,100208,2,2,2,静岡
0,100209,2,2,1,掛川
0,100210,2,2,2,浜松
0,100211,2,2,2,豊橋
0,100212,2,2,1,三河安城
0,100213,2,2,0,名古屋
0,100214,2,2,2,岐阜羽島
0,100215,2,2,2,米原
0,100216,2,2,0,京都
0,100217,2,2,0,新大阪
0,100301,2,2,0,新大阪
0,100302,2,2,0,新神戸
0,100303,2,2,2,西明石
0,100304,2,2,0,姫路
0,100305,2,2,2,相生
0,100306,2,2,0,岡山
0,100307,2,2,0,新倉敷
0,100308,2,2,0,福山
0,100309,2,2,0,新尾道
0,100310,2,2,0,三原
0,100311,2,2,0,東広島
0,100312,2,2,0,広島
0,100313,2,2,1,新岩国
0,100314,2,2,0,徳山
0,100315,2,2,0,新山口
0,100316,2,2,1,厚狭
0,100317,2,2,0,新下関
0,100318,2,2,0,小倉
0,100319,2,2,0,博多
0,100201,3,3,0,東京
0,100202,3,3,0,品川
0,100203,3,3,0,新横浜
0,100204,3,3,0,小田原
0,100205,3,3,0,熱海
0,100206,3,3,0,三島
0,100207,3,3,0,新富士
0,100208,3,3,0,静岡
0,100209,3,3,0,掛川
0,100210,3,3,0,浜松
0,100211,3,3,0,豊橋
0,100212,3,3,0,三河安城
0,100213,3,3,0,名古屋
0,100214,3,3,0,岐阜羽島
0,100215,3,3,0,米原
0,100216,3,3,0,京都
0,100217,3,3,0,新大阪
0,100301,3,3,0,新大阪
0,100302,3,3,0,新神戸
0,100303,3,3,0,西明石
0,100304,3,3,0,姫路
0,100305,3,3,0,相生
0,100306,3,3,0,岡山
0,100307,3,3,0,新倉敷
0,100308,3,3,0,福山
0,100309,3,3,0,新尾道
0,100310,3,3,0,三原
0,100311,3,3,0,東広島
0,100312,3,3,0,広島
0,100313,3,3,0,新岩国
0,100314,3,3,0,徳山
0,100315,3,3,0,新山口
0,100316,3,3,0,厚狭
0,100317,3,3,0,新下関
0,100318,3,3,0,小倉
0,100319,3,3,0,博多
0,100301,4,4,0,新大阪
0,100302,4,4,0,新神戸
0,100303,4,4,1,西明石
0,100304,4,4,2,姫路
0,100305,4,4,1,相生
0,100306,4,4,0,岡山
0,100307,4,4,1,新倉敷
0,100308,4,4,2,福山
0,100309,4,4,1,新尾道
0,100310,4,4,1,三原
0,100311,4,4,1,東広島
0,100312,4,4,0,広島
0,100313,4,4,1,新岩国
0,100314,4,4,1,徳山
0,100315,4,4,2,新山口
0,100316,4,4,1,厚狭
0,100317,4,4,1,新下関
0,100318,4,4,0,小倉
0,100319,4,4,0,博多
0,101001,4,4,0,博多
0,101002,4,4,1,新鳥栖
0,101003,4,4,2,久留米
0,101004,4,4,1,筑後船小屋
0,101005,4,4,1,新大牟田
0,101006,4,4,1,新玉名
0,101007,4,4,1,熊本
0,101008,4,4,1,新八代
0,101009,4,4,1,新水俣
0,101010,4,4,1,出水
0,101011,4,4,2,川内
0,101012,4,4,0,鹿児島中央
0,100301,5,5,0,新大阪
0,100302,5,5,0,新神戸
0,100303,5,5,1,西明石
0,100304,5,5,2,姫路
0,100305,5,5,1,相生
0,100306,5,5,0,岡山
0,100307,5,5,1,新倉敷
0,100308,5,5,0,福山
0,100309,5,5,1,新尾道
0,100310,5,5,1,三原
0,100311,5,5,1,東広島
0,100312,5,5,2,広島
0,100313,5,5,1,新岩国
0,100314,5,5,2,徳山
0,100315,5,5,2,新山口
0,100316,5,5,1,厚狭
0,100317,5,5,2,新下関
0,100318,5,5,2,小倉
0,100319,5,5,0,博多
0,101001,5,5,0,博多
0,101002,5,5,0,新鳥栖
0,101003,5,5,0,久留米
0,101004,5,5,2,筑後船小屋
0,101005,5,5,2,新大牟田
0,101006,5,5,2,新玉名
0,101007,5,5,0,熊本
0,101008,5,5,2,新八代
0,101009,5,5,2,新水俣
0,101010,5,5,2,出水
0,101011,5,5,2,川内
0,101012,5,5,0,鹿児島中央
0,101001,6,6,0,博多
0,101002,6,6,0,新鳥栖
0,101003,6,6,0,久留米
0,101004,6,6,0,筑後船小屋
0,101005,6,6,0,新大牟田
0,101006,6,6,0,新玉名
0,101007,6,6,0,熊本
0,101008,6,6,0,新八代
0,101009,6,6,0,新水俣
0,101010,6,6,0,出水
0,101011,6,6,0,川内
0,101012,6,6,0,鹿児島中央
0,100401,7,7,0,東京
0,100402,7,7,2,上野
0,100403,7,7,0,大宮
0,100404,7,7,1,小山
0,100405,7,7,1,宇都宮
0,100406,7,7,1,那須塩原
0,100407,7,7,1,新白河
0,100408,7,7,1,郡山
0,100409,7,7,1,福島
0,100410,7,7,1,白石蔵王
0,100411,7,7,0,仙台
0,100412,7,7,2,古川
0,100413,7,7,2,くりこま高原
0,100414,7,7,2,一ノ関
0,100415,7,7,2,水沢江刺
0,100416,7,7,2,北上
0,100417,7,7,2,新花巻
0,100418,7,7,0,盛岡
0,100419,7,7,2,いわて沼宮内
0,100420,7,7,2,二戸
0,100421,7,7,2,八戸
0,100422,7,7,2,七戸十和田
0,100423,7,7,2,新青森
0,101102,7,7,2,奥津軽いまべつ
0,101103,7,7,2,木古内
0,101104,7,7,0,新函館北斗
0,100418,8,8,0,盛岡
0,100419,8,8,1,いわて沼宮内
0,100420,8,8,0,二戸
0,100421,8,8,0,八戸
0,100422,8,8,0,七戸十和田
0,100423,8,8,0,新青森
0,101102,8,8,0,奥津軽いまべつ
0,101103,8,8,0,木古内
0,101104,8,8,0,新函館北斗
